question,gold_answer,KG answer,taxonomy_label,sparql,confidence,source
How many goals did Pele scored for Brazil national football team in the year 1971,1,0,Different answer,"SELECT(SUM(?goals) AS ?totalGoals) WHERE {
  ?match wdt:P641 wd:Q93704 .
  ?match wdt:P585 ?date .
  FILTER(YEAR(?date) = 1971)
  ?match p:P4511 ?goalStatement .
  ?goalStatement ps:P4511 ?goals ; pq:P4518 wd:Q12897 .
}",major,ComplexQA/CompMix_table_complex/00075.json
Which movie won the Best Picture 93rd Academy Award?,Nomadland,Careless|Careless (lang:en),Different answer,"SELECT ?movie ?movieLabel WHERE {
  ?movie wdt:P57 ?producer .
  ?producer p:P166 ?award .
  ?award ps:P166 wd:Q102427 ; pq:P585 ""2021-04-25T00:00:00Z"" ^^ xsd:dateTime .
  ?movie rdfs:label ?movieLabel .
  FILTER(LANG(?movieLabel) = ""en"")
}
LIMIT 1",major,SimpleQA/CompMix_table_simple_qa/00236.json
Which author wrote The Adventures of Tom Sawyer and Adventures of Huckleberry Finn,Mark Twain,wd:Q7245|Mark Twain,Higher accuracy in KG than in Table,"SELECT ?author ?label WHERE {
  wd:Q326914 wdt:P50 ?author .
  wd:Q215410 wdt:P50 ?author .
  ?author rdfs:label ?label .
  FILTER(LANG(?label) = ""en"")
}",0.699167369672866,ComplexQA/CompMix_infobox_complex/00138.json
where is geothermal energy used the most in the us,California,California|34,Higher accuracy in KG than in Table,"SELECT ?state ?stateLabel(COUNT(?plant) AS ?count) WHERE {
  ?plant wdt:P31 wd:Q30565277 .
  ?plant wdt:P17 wd:Q30 .
  ?plant wdt:P131 * ?state .
  ?state wdt:P31 / wdt:P279 * wd:Q35657 .
  ?state rdfs:label ?stateLabel .
  FILTER(LANG(?stateLabel) = ""en"")
}
GROUP BY ?state ?stateLabel
ORDER BY DESC(?count)
LIMIT 1",0.7523599324978301,SimpleQA/NQ_table_test_simple/00291.json
How many gold medals has the United States women's national soccer team won as of 2020,4,0,Different answer,"SELECT(COUNT(DISTINCT ?event) AS ?count) WHERE {
  wd:Q334526 p:P1344 ?participation .
  ?participation ps:P1344 ?event .
  ?participation pq:P1349 wd:Q1985727 .
  ?event wdt:P361 ?olympics .
  ?olympics wdt:P31 wd:Q20200 .
  ?olympics wdt:P585 ?date .
  ?event wdt:P641 wd:Q2739 .
  FILTER(YEAR(?date) <= 2020)
}",major,ComplexQA/CompMix_infobox_complex/00041.json
Which team has a goalkeeper that scored a goal ?,Porto | New York Red Bulls | Torquay United | Motherwell | Watford,"FC Baranovichi|FC Baranovichi (lang:en)
FC Vitebsk|FC Vitebsk (lang:en)",Different answer,"SELECT DISTINCT ?team ?teamLabel WHERE {
  ?player wdt:P413 wd:Q201330 .
  ?player p:P1344 ?statement .
  ?statement pq:P54 ?team .
  ?statement pq:P1351 ?goals .
  FILTER(xsd:integer(?goals) > 0)
  .
  ?team rdfs:label ?teamLabel .
  FILTER(LANG(?teamLabel) = 'en')
  .
}",major,SimpleQA/Qampari_wikitables_simple/00022.json
Which book by John le Carré was the last to feature the character George Smiley,A Legacy of Spies,A Legacy of Spies|2017-09-05T00:00:00Z,Higher accuracy in KG than in Table,"SELECT ?book ?bookLabel ?publicationDate WHERE {
  wd:Q96277193 wdt:P527 ?book .
  ?book wdt:P577 ?publicationDate .
  ?book rdfs:label ?bookLabel .
  FILTER(LANG(?bookLabel) = 'en')
}
ORDER BY DESC(?publicationDate)
LIMIT 1",0.6986561948247235,ComplexQA/CompMix_table_complex/00091.json
what order are the percy jackson movies in,Percy Jackson & the Olympians: The Lightning Thief | Percy Jackson: Sea of Monsters,Percy Jackson & the Olympians: The Lightning Thief|1|Percy Jackson & The Olympians - The Sea of Monsters|Percy Jackson & The Olympians: The Sea of Monsters|2,Higher accuracy in KG than in Table,"SELECT ?movie ?title ?ordinal WHERE {
  wd:Q7167417 p:P527 ?statement .
  ?statement ps:P527 ?movie .
  ?statement pq:P1545 ?ordinal .
  ?movie rdfs:label ?title .
  FILTER(LANG(?title) = ""en"")
}
ORDER BY ASC(?ordinal)",0.7498273023150838,SimpleQA/NQ_table_test_simple/00406.json
"How many gold medals were won at the 1998 Asian Games in Bangkok , Thailand by the country represented by the wrestling athlete born in Mashhad",10,0,Different answer,"SELECT(COUNT(*) AS ?goldCount) WHERE {
  ?athlete wdt:P27 wd:Q794 .
  ?athlete p:P1344 ?participation .
  ?participation ps:P1344 wd:Q729664 .
  ?participation pq:P1346 wd:Q190546 .
}",major,ComplexQA/OTT_QA_dev_complex/00188.json
Which titles are used by current presidents of legislatures ?,Speaker | Chairman | Cathaoirleach | President | Presidents The European President of the Council of Ministers rotates every six months.,"President of House of Representatives (Cyprus) (lang:en)
president of the Legislative Assembly of Santa Catarina (lang:en)
President of the Queensland Legislative Council (lang:en)
Second President of the National Council of Austria (lang:en)
Vice President of the United States (lang:en)",Higher accuracy in Table than in KG,"SELECT DISTINCT ?positionLabel WHERE {
  ?position wdt:P31 / wdt:P279 * wd:Q1758037 .
  ?person p:P39 ?positionStatement .
  ?positionStatement ps:P39 ?position .
  FILTER NOT EXISTS {
    ?positionStatement pq:P582 ?endTime
  }
  .
  ?position rdfs:label ?positionLabel .
  FILTER(LANG(?positionLabel) = 'en')
  .
  FILTER(CONTAINS(LCASE(?positionLabel) , 'president'))
}",major,SimpleQA/Qampari_wikitables_simple/00018.json
What is the name of the first book of the series The Farseer Trilogy,Assassin's Apprentice,Assassin's Apprentice|1995-04-01T00:00:00Z,Higher accuracy in KG than in Table,"SELECT ?book ?bookLabel ?pubDate WHERE {
  wd:Q2512889 wdt:P527 ?book .
  ?book rdfs:label ?bookofLabel .
  FILTER(LANG(?bookofLabel) = 'en')
  .
  ?book wdt:P577 ?pubDate .
}
ORDER BY(?pubDate)
LIMIT 1",0.6908507569581727,ComplexQA/CompMix_infobox_complex/00093.json
who won the most medals at the 2014 winter olympics,Russia,Russia|82,Higher accuracy in KG than in Table,"SELECT ?country ?countryLabel(COUNT(?medal) AS ?medalCount) WHERE {
  ?athlete wdt:P1344 wd:Q9678 .
  ?athlete wdt:P166 ?medal .
  ?athlete wdt:P27 ?country .
  ?country rdfs:label ?countryLabel .
  FILTER(LANG(?countryLabel) = ""en"")
}
GROUP BY ?country ?countryLabel
ORDER BY DESC(?medalCount)
LIMIT 1",0.7432660622225292,SimpleQA/NQ_table_test_simple/00113.json
How many matches Thiago Silva played for played for national team in 2008,3,1,Different answer,"SELECT(COUNT(?event) AS ?count) WHERE {
  wd:Q210453 wdt:P1344 ?event .
  ?event wdt:P585 ?date .
  FILTER(YEAR(?date) = 2008)
}",major,ComplexQA/CompMix_table_complex/00189.json
Which weapons are of the type battle riffles ?,AVS-36 | CETME rifle | Desert Tech MDR | FM57 rifle | FN FAL | FN SCAR-H | Gewehr 41 | GRAM 63 battle rifle | Howa Type 64 | IWI ACE 52 | L1A1 Self-Loading Rifle | M1918 Browning Automatic Rifle | M1 Garand | M14 rifle | Madsen LAR | Mk 14 Enhanced Battle Rifle | Model 45A | SIG SG 510 | SIG SG 542 | SLEM-1 | SVT-40 | T48 rifle | Zastava M77 B1,"Heckler & Koch HK417|Heckler & Koch HK417 (lang:en)
Sako M23|Sako M23 (lang:en)
Mk 14 Enhanced Battle Rifle|Mk 14 Enhanced Battle Rifle (lang:en)
Howa Type 64|Howa Type 64 (lang:en)
Zastava M05N|Zastava M05N (lang:en)
FN SCAR H|FN SCAR H (lang:en)
M14|M14 (lang:en)
FG 42|FG 42 (lang:en)
Sturmgewehr 52|Sturmgewehr 52 (lang:en)
KAL1 General Purpose Infantry Rifle|KAL1 General Purpose Infantry Rifle (lang:en)",Different answer,"SELECT ?weapon ?label WHERE {
  ?weapon wdt:P279 wd:Q1194268 .
  ?weapon rdfs:label ?label .
  FILTER(LANG(?label) = ""en"")
}
LIMIT 10",major,SimpleQA/Qampari_wikitables_simple/00009.json
Who is the director of The Old Man and the Sea book,Jud Taylor,Aleksandr Petrov|Jud Taylor|John Sturges,Higher accuracy in KG than in Table,"SELECT ?directorLabel WHERE {
  wd:Q26505 wdt:P4969 ?film .
  ?film wdt:P57 ?director .
  ?director rdfs:label ?directorLabel .
  FILTER(LANG(?directorLabel) = 'en')
}",0.6852144365154125,ComplexQA/CompMix_infobox_complex/00299.json
who has the most super bowls in nfl history,Pittsburgh Steelers,Pittsburgh Steelers|6,Higher accuracy in KG than in Table,"SELECT ?team ?teamLabel(COUNT(*) AS ?wins) WHERE {
  ?superbowl wdt:P31 wd:Q32096 .
  ?superbowl wdt:P1346 ?team .
  ?team rdfs:label ?teamLabel .
  FILTER(lang(?teamLabel) = ""en"")
}
GROUP BY ?team ?teamLabel
ORDER BY DESC(?wins)
LIMIT 1",0.7427935040140407,SimpleQA/NQ_table_test_simple/00716.json
How many matches did Thibaut Courtois played for Belgium national team,94,107,Temporal changes,"SELECT(xsd:integer(?matches) AS ?matches_count) WHERE {
  wd:Q73360 p:P54 ?membership .
  ?membership ps:P54 wd:Q166776 .
  ?membership pq:P1350 ?matches .
}",major,ComplexQA/CompMix_table_complex/00281.json
Which weapons are of the type carbines ?,"AK-104 | Amogh carbine | Burnside carbine | CETME Model LC carbine | Colt Model 1839 Carbine | De Lisle carbine | G13 carbine | ""Jungle Carbine"" (Lee–Enfield, Rifle No. 5 Mk I) | K31 | Karabiner 98k | M1 carbine | M4 carbine | Maynard carbine | Mosin–Nagant (M1907 Carbine) | Mosin–Nagant (M1938 Carbine) | Mosin–Nagant (M1944 Carbine) | Mosin–Nagant (M1891/59 Carbine) | QBZ-95B | SG 443 Carbine | SKS | Stoner 63/63A Carbine | Swiss Mannlicher M1893 Carbine | Type 44 carbine","Carbine of the galley troops|Carbine of the galley troops (lang:en)
John F. Kennedy assassination rifle|John F. Kennedy assassination rifle (lang:en)
C42 Carbin 6.45mm-E2014|C42 Carbin 6.45mm-E2014 (lang:en)",Different answer,"SELECT ?weapon ?weaponLabel WHERE {
  ?weapon wdt:P31 wd:Q183302 .
  ?weapon rdfs:label ?weaponLabel .
  FILTER(LANG(?weaponLabel) = ""en"")
}",major,SimpleQA/Qampari_wikitables_simple/00017.json
Which movie of the the Terminator series has the lowest worldwide collection,The Terminator,The Terminator|38371200.0,Higher accuracy in KG than in Table,"SELECT ?movie ?movieLabel(MIN(?boxOffice) AS ?minBoxOffice) WHERE {
  ?movie wdt:P31 wd:Q11424 .
  ?movie rdfs:label ?movieLabel .
  ?movie wdt:P2142 ?boxOffice .
  FILTER(LANG(?movieLabel) = 'en')
  .
  FILTER CONTAINS(LCASE(?movieLabel) , 'terminator')
}
GROUP BY ?movie ?movieLabel
HAVING(COUNT(?boxOffice) >= 1)
ORDER BY ASC(?minBoxOffice)
LIMIT 1",0.6851830676749014,ComplexQA/CompMix_table_complex/00261.json
who plays david in alvin and the chipmunks,Jason Lee,Jason Lee|Q4960,Higher accuracy in KG than in Table,"SELECT ?actor(STRAFTER(STR(?actor) , ""http://www.wikidata.org/entity/"") AS ?actor_id) ?label WHERE {
  wd:Q26823554 wdt:P175 ?actor .
  ?actor rdfs:label ?label .
  FILTER(LANG(?label) = ""en"")
}
LIMIT 1",0.7410392099010285,SimpleQA/NQ_table_test_simple/00450.json
How many matches has Franz Beckenbauer played for Germany national football team in 1965,3,0,Different answer,"SELECT(COUNT(?match) AS ?count) WHERE {
  ?match wdt:P31 wd:Q1354208 ; wdt:P585 ?date ; wdt:P710 wd:Q43310 ; wdt:P1923 wd:Q4457 .
  FILTER(STRSTARTS(STR(?date) , ""1965""))
}",major,ComplexQA/CompMix_table_complex/00127.json
Which weapons are of the type combat shotgun ?,Armsel Striker | Atchisson AA-12 | Benelli M3 | Benelli M4 | Daewoo Precision Industries USAS-12 | Franchi SPAS-12 | Franchi SPAS-15 | M26 Modular Accessory Shotgun System | Remington Model 870 | Winchester Model 1200 | Winchester Model 1897 | Winchester Model 1912,"Armsel Striker|Armsel Striker (lang:en)
Franchi SPAS-15|Franchi SPAS-15 (lang:en)
Heckler & Koch FABARM FP6|Heckler & Koch FABARM FP6 (lang:en)
SPAS-12|SPAS-12 (lang:en)
Atchisson Assault Shotgun|Atchisson Assault Shotgun (lang:en)
Neostead|Neostead (lang:en)",Different answer,"SELECT ?weapon ?label WHERE {
  ?weapon wdt:P279 wd:Q3753913 .
  ?weapon rdfs:label ?label .
  FILTER(LANG(?label) = ""en"")
}",major,SimpleQA/Qampari_wikitables_simple/00048.json
Which movie has the longest run time in the Bridget Jones film series,Bridget Jones's Baby,Bridget Jones's Baby|122.0,Higher accuracy in KG than in Table,"SELECT ?movie ?runtime ?label WHERE {
  VALUES ?movie {
    wd:Q752313 wd:Q843612 wd:Q11909982
  }
  ?movie wdt:P2047 ?runtime .
  ?movie rdfs:label ?label .
  FILTER(LANG(?label) = ""en"")
}
ORDER BY DESC(?runtime)
LIMIT 1",0.679969191211383,ComplexQA/CompMix_infobox_complex/00141.json
Who was the shirt sponsor for FC Cincinnati soccer club?,Mercy Health,Mercy Health|Toyota,Higher accuracy in KG than in Table,"SELECT ?sponsor ?sponsorLabel WHERE {
  wd:Q20855983 wdt:P859 ?sponsor .
  OPTIONAL {
    ?sponsor rdfs:label ?sponsorLabel
    FILTER(LANG(?sponsorLabel) = ""en"")
    .
  }
}",0.7389541537199286,SimpleQA/CompMix_table_simple_qa/00214.json
How many matches has Jan Oblak played for Slovenia national football team in 2014,1,0,Different answer,"SELECT(COUNT(?match) AS ?count) WHERE {
  wd:Q2058682 wdt:P1344 ?match .
  ?match wdt:P31 wd:Q26192625 ; wdt:P710 wd:Q172221 ; wdt:P585 ?date .
  FILTER(YEAR(?date) = 2014)
}",major,ComplexQA/CompMix_table_complex/00129.json
Which weapons are of the type rocket launchers ?,Bazooka | C90-CR (M3) | FHJ-84 | LRAC F1 | M72 LAW | Nexter WASP 58 Light Anti-Armour Weapon | Panzerfaust 3 | Panzerschreck | PF-89 | PF-98 | Type 70 | VE-NILANGAL,"M79 Osa|M79 Osa (lang:en)
Javelot|Javelot (lang:en)
Offenror|Offenror (lang:en)
Qare'a|Qare'a (lang:en)
M1A1 Bazooka|M1A1 Bazooka (lang:en)
PHL-11|PHL-11 (lang:en)
PHL-03|PHL-03 (lang:en)
Type 70 self-propelled rocket launcher|Type 70 self-propelled rocket launcher (lang:en)
Teruel MRL|Teruel MRL (lang:en)
Zelzal-1|Zelzal-1 (lang:en)",Different answer,"SELECT DISTINCT ?weapon ?weaponLabel WHERE {
  {
    ?weapon wdt:P279 * wd:Q3216918
  } UNION {
    ?weapon wdt:P279 * wd:Q506219
  }
  ?weapon rdfs:label ?weaponLabel .
  FILTER(LANG(?weaponLabel) = ""en"")
}
LIMIT 10",major,SimpleQA/Qampari_wikitables_simple/00031.json
"Considering the 2000 Louis Vuitton Cup, 2000 America's Cup, 2011 Extreme Sailing Series, 2021 Prada Cup, and 2021 America's Cup, what is the difference between the number of events won by Luna Rossa and the number of events won by Team New Zealand",1,Luna Rossa Challenge|1|Team New Zealand,Higher accuracy in KG than in Table,"SELECT ?team(COUNT(*) AS ?count) WHERE {
  VALUES ?event {
    wd:Q1646964 wd:Q636022 wd:Q18076452 wd:Q106684402 wd:Q33112992
  }
  VALUES ?team {
    wd:Q1513127 wd:Q586949
  }
  ?event wdt:P1346 ?team
}
GROUP BY ?team",0.6472832483734378,ComplexQA/Sportsreason_TANQ_complex/00014.json
when did the last state became a state,Hawaii,Hawaii|1959-08-21T00:00:00Z,Higher accuracy in KG than in Table,"SELECT ?state ?date WHERE {
  ?state wdt:P31 wd:Q35657 .
  ?state wdt:P571 ?date .
  FILTER(DATATYPE(?date) = xsd:dateTime)
}
ORDER BY DESC(?date)
LIMIT 1",0.7375644786430449,SimpleQA/NQ_table_test_simple/00420.json
How many members are there in the Indian Ocean band right now,5,1,Different answer,"SELECT(COUNT(?member) AS ?count) WHERE {
  wd:Q2511310 wdt:P527 ?member
}",major,ComplexQA/CompMix_infobox_complex/00298.json
Who are the producers of the Coloratura song from the album Music of the Spheres?,"M. Martin, Holter, Rahko",Max Martin|Max Martin (lang:en),Higher accuracy in Table than in KG,"SELECT ?producer ?producerLabel WHERE {
  wd:Q107597380 wdt:P162 ?producer .
  ?producer rdfs:label ?producerLabel .
  FILTER(LANG(?producerLabel) = 'en')
}",major,SimpleQA/CompMix_table_simple_qa/00209.json
Which movie of the the Terminator series has the highest worldwide collection,Terminator 2: Judgment Day,Terminator 2: Judgment Day|520881154.0,Higher accuracy in KG than in Table,"SELECT ?movie ?movieLabel ?collection WHERE {
  wd:Q162255 wdt:P179 ?series .
  ?movie wdt:P179 ?series .
  ?movie wdt:P31 / wdt:P279 * wd:Q11424 .
  ?movie wdt:P2142 ?collection .
  OPTIONAL {
    ?movie rdfs:label ?movieLabel .
    FILTER(LANG(?movieLabel) = ""en"")
  }
}
ORDER BY DESC(xsd:decimal(?collection))
LIMIT 1",0.6356952488327212,ComplexQA/CompMix_table_complex/00248.json
What is the name of the Belgian club where Włodzimierz Lubański was a member?,K.S.C. Lokeren Oost-Vlaanderen,KV Mechelen|K.S.C. Lokeren Oost-Vlaanderen|KRC Mechelen,Higher accuracy in KG than in Table,"SELECT ?club ?clubLabel WHERE {
  wd:Q313446 wdt:P54 ?club .
  ?club wdt:P17 wd:Q31 .
  ?club rdfs:label ?clubLabel .
  FILTER(LANG(?clubLabel) = 'en')
}",0.7364645593302723,SimpleQA/CompMix_table_simple_qa/00308.json
How many movies are there in the Home Alone franchise till 2021,6,5,Different answer,"SELECT(COUNT(DISTINCT ?movie) AS ?count) WHERE {
  ?movie wdt:P179 wd:Q3627883 .
  ?movie wdt:P31 / wdt:P279 * wd:Q11424 .
  ?movie wdt:P577 ?releaseDate .
  FILTER(YEAR(?releaseDate) <= 2021)
}",major,ComplexQA/CompMix_table_complex/00228.json
Who is Neymar's current soccer team?,Paris Saint-Germain F.C,Santos F.C.|Santos F.C. (lang:en),Different answer,"SELECT ?team ?teamLabel WHERE {
  wd:Q142794 p:P54 ?statement .
  ?statement ps:P54 ?team . MINUS {
    ?statement pq:P582 ?endTime
  }
  . MINUS {
    ?team wdt:P31 wd:Q15294891
  }
  .
  OPTIONAL {
    ?statement pq:P580 ?startTime
  }
  ?team rdfs:label ?teamLabel .
  FILTER(LANG(?teamLabel) = 'en')
}
ORDER BY DESC(?startTime)
LIMIT 1",major,SimpleQA/CompMix_table_simple_qa/00164.json
Which TV series with actor Charlie Sheen was created by Chuck Lorre,Two and a Half Men,Bookie|Two and a Half Men|The Big Bang Theory,Higher accuracy in KG than in Table,"SELECT ?series ?seriesLabel WHERE {
  ?series wdt:P161 wd:Q103939 .
  ?series wdt:P170 wd:Q430844 .
  ?series wdt:P31 wd:Q5398426 .
  OPTIONAL {
    ?series rdfs:label ?seriesLabel .
    FILTER(LANG(?seriesLabel) = 'en')
  }
}",0.5782349272766825,ComplexQA/CompMix_infobox_complex/00292.json
all time highest goal scorer in spain national team,David Villa,David Villa|67.0,Higher accuracy in KG than in Table,"SELECT ?player ?goals WHERE {
  ?player p:P54 ?statement .
  ?statement ps:P54 wd:Q42267 .
  ?statement pq:P1351 ?goals .
}
ORDER BY DESC(xsd:decimal(?goals))
LIMIT 1",0.7266023040615309,SimpleQA/NQ_table_test_simple/00654.json
How many movies were in the Die Hard series before A Good Day to Die Hard came out in 2013,4,15,Different answer,"SELECT(COUNT(?movie) AS ?count) WHERE {
  ?movie wdt:P179 wd:Q2716420 .
  ?movie wdt:P31 / wdt:P279 * wd:Q11424 .
  ?movie rdfs:label ?title .
  FILTER(LANG(?title) = 'en')
  .
  FILTER(CONTAINS(LCASE(?title) , ""die hard""))
  .
  ?movie wdt:P577 ?releaseDate .
  FILTER(xsd:dateTime(?releaseDate) < ""2013-01-01T00:00:00Z"" ^^ xsd:dateTime)
}",major,ComplexQA/CompMix_table_complex/00007.json
Who is filming the Troy movie in which location?,Mexico. Malta,"Wolfgang Petersen|Morocco
Wolfgang Petersen|Malta
Wolfgang Petersen|Algeria
Wolfgang Petersen|Mexico",Higher accuracy in KG than in Table,"SELECT ?director ?location WHERE {
  wd:Q186587 wdt:P57 ?director .
  wd:Q186587 wdt:P915 ?location .
}",major,SimpleQA/CompMix_table_simple_qa/00305.json
Which album by Metallica was released first: Ride the Lightning or Master of Puppets,Ride the Lightning,Ride the Lightning|1984|Master of Puppets|1986,Higher accuracy in KG than in Table,"SELECT ?album ?year WHERE {
  VALUES ?album {
    wd:Q190989 wd:Q187507
  }
  ?album wdt:P577 ?date .
  BIND(YEAR(?date) AS ?year)
}
ORDER BY ?year",0.529837930070966,ComplexQA/CompMix_table_complex/00103.json
who is the largest supermarket chain in the uk,Tesco,Tesco|54433000000.0,Higher accuracy in KG than in Table,"SELECT ?supermarket ?supermarketLabel ?revenue WHERE {
  ?supermarket wdt:P31 / wdt:P279 * wd:Q18043413 .
  ?supermarket wdt:P159 ?hq .
  ?hq wdt:P17 wd:Q145 .
  ?supermarket wdt:P2139 ?revenue .
  ?supermarket rdfs:label ?supermarketLabel .
  FILTER(lang(?supermarketLabel) = 'en')
}
ORDER BY DESC(?revenue)
LIMIT 1",0.7260271617846936,SimpleQA/NQ_table_test_simple/00458.json
How many of the teams with Victorian Football League or Australian Football League Grand Finalist history listed in the provided tables also participated in a Grand Final won by Fitzroy Football Club,1,0,Different answer,"SELECT(COUNT(DISTINCT ?runnerup) AS ?count) WHERE {
  ?event wdt:P31 wd:Q19842146 ; wdt:P1346 wd:Q3044572 ; wdt:P1201 ?runnerup .
  FILTER(?runnerup != wd:Q3044572)
}",major,ComplexQA/Sportsreason_TANQ_complex/00062.json
Who is or was a member of the 10cc band ?,"Graham Gouldman | Paul Burgess | Rick Fenn | Eric Stewart | Laurence ""Lol"" Creme | [[Tony OMalley (musician)|Tony OMalley]] | Vic Emerson | Gary Wallis | Mike Stevens","Iain Hornal|Iain Hornal (lang:en)
Lol Creme|Lol Creme (lang:en)
Kevin Godley|Kevin Godley (lang:en)
Mike Stevens|Mike Stevens (lang:en)
Paul Burgess|Paul Burgess (lang:en)
Graham Gouldman|Graham Gouldman (lang:en)
Eric Stewart|Eric Stewart (lang:en)
Stuart Tosh|Stuart Tosh (lang:en)
Duncan Mackay|Duncan Mackay (lang:en)
Rick Fenn|Rick Fenn (lang:en)",Different answer,"SELECT ?member ?label WHERE {
  ?member wdt:P463 wd:Q169145 .
  ?member rdfs:label ?label .
  FILTER(LANG(?label) = 'en')
}",major,SimpleQA/Qampari_wikitables_simple/00015.json
"Who was the head coach for CF Montréal soccer team from August 10, 2011 to November 3, 2012",Jesse Marsch,Nick De Santis|2011-06-28T00:00:00Z|2011-09-30T00:00:00Z|Jesse Marsch|2011-10-01T00:00:00Z|2012-11-03T00:00:00Z,Higher accuracy in KG than in Table,"SELECT ?coach ?start ?end WHERE {
  wd:Q167615 p:P286 ?statement .
  ?statement ps:P286 ?coach ; pq:P580 ?start ; pq:P582 ?end .
  FILTER(?start <= ""2012-11-03"" ^^ xsd:date && ?end >= ""2011-08-10"" ^^ xsd:date)
}",0.4936472196916368,ComplexQA/CompMix_table_complex/00029.json
who won the mens figure skating in 2018 olympics,Yuzuru Hanyu | Shoma Uno | Javier Fernández,Yuzuru Hanyū,Higher accuracy in Table than in KG,"SELECT ?winner WHERE {
  wd:Q47295100 wdt:P1346 ?winner .
}",0.7233748256461091,SimpleQA/NQ_table_test_simple/00362.json
How many provinces are in the country that has a Malaysian Diplomatic Consulate mission in the city that lies near the mouth of the Kelantan River,76,0,Different answer,"SELECT(COUNT(?province) AS ?count) WHERE {
  ?province wdt:P31 wd:Q30566856 ; wdt:P17 wd:Q252
}",major,ComplexQA/OTT_QA_dev_complex/00172.json
Who is the Head coach of the Real Madrid CF?,Carlo Ancelotti,Álvaro Arbeloa|Álvaro Arbeloa (lang:en),Different answer,"SELECT ?coach ?coachLabel WHERE {
  wd:Q8682 p:P286 ?position .
  ?position ps:P286 ?coach .
  OPTIONAL {
    ?position pq:P582 ?endTime .
  }
  FILTER(! BOUND(?endTime) || ?endTime > NOW ())
  .
  OPTIONAL {
    ?coach rdfs:label ?coachLabel .
    FILTER(LANG(?coachLabel) = 'en')
  }
}",major,SimpleQA/CompMix_table_simple_qa/00060.json
"What movie has a longer runtime, Hamlet or Gone With the Wind",Hamlet,Hamlet|150.0|Gone with the Wind|238.0,Higher accuracy in KG than in Table,"SELECT ?movie ?movieLabel ?runtime WHERE {
  VALUES ?movie {
    wd:Q27178 wd:Q2875
  }
  ?movie wdt:P2047 ?runtime .
  ?movie rdfs:label ?movieLabel .
  FILTER(LANG(?movieLabel) = 'en')
}",0.48824851280952997,ComplexQA/CompMix_infobox_complex/00254.json
who wrote the song after you've gone,Turner Layton | Henry Creamer,Henry Creamer,Higher accuracy in Table than in KG,"SELECT ?lyricist ?lyricistLabel WHERE {
  wd:Q127138 wdt:P676 ?lyricist .
  ?lyricist rdfs:label ?lyricistLabel .
  FILTER(LANG(?lyricistLabel) = ""en"")
}",0.7154761454609023,SimpleQA/NQ_table_test_simple/00497.json
How many residents does the capital city of the country represented by the 2015 Kangaroo Cup single 's player to finally retire in Sept 2017 have,38 million,14264798.0,Different answer,"SELECT ?population WHERE {
  wd:Q229104 wdt:P27 wd:Q17 .
  wd:Q17 wdt:P36 wd:Q1490 .
  wd:Q1490 wdt:P1082 ?population .
}",major,ComplexQA/OTT_QA_dev_complex/00162.json
Who is the Skyfall movie's hero?,Daniel Craig,James Bond|James Bond (lang:en),Different answer,"SELECT ?hero ?heroLabel WHERE {
  wd:Q4941 wdt:P674 ?hero .
  ?hero rdfs:label ?heroLabel .
  FILTER(LANG(?heroLabel) = ""en"")
}",major,SimpleQA/CompMix_table_simple_qa/00051.json
What is the name of the first album of the Jeff Russo,Lemon Parade,wd:Q121145482,Different answer,"SELECT ?album ?title WHERE {
  ?album wdt:P175 wd:Q6174877 .
  OPTIONAL {
    ?album wdt:P1476 ?title
  }
}",0.09491214901208878,ComplexQA/CompMix_table_complex/00236.json
what's the biggest country in western europe,France,France|643801.0,Higher accuracy in KG than in Table,"SELECT ?country ?area WHERE {
  wd:Q27496 wdt:P17 ?country .
  ?country wdt:P31 wd:Q6256 .
  ?country wdt:P2046 ?area .
}
ORDER BY DESC(xsd:float(?area))
LIMIT 1",0.71493299632961,SimpleQA/NQ_table_test_simple/00469.json
How many senior premierships did Richmond win in the VFL/AFL competition in years later than Collingwood's first senior premiership year in the same competition,13,,Higher accuracy in Table than in KG,"SELECT(MIN(YEAR(?collDate)) AS ?firstCollYear) WHERE {
  VALUES ?collLeague {
    wd:Q2352741 wd:Q50783
  }
  ?collSeason wdt:P118 ?collLeague ; wdt:P1346 wd:Q249679 ; wdt:P585 ?collDate .
}",major,ComplexQA/Sportsreason_TANQ_complex/00179.json
Who is the author of the The Invisible Man ?,Ralph Ellison,H. G. Wells,Different answer,"SELECT ?author WHERE {
  wd:Q1539509 wdt:P50 ?author
}",major,SimpleQA/CompMix_table_simple_qa/00168.json
