Source_JSON,Record_Index,Question_ID,Convmix_Question_ID,Domain,Question,Gold_Answer,QA-Pairs,Entity_1,Entity_1_Label,Entity_2,Entity_2_Label,Connection_Path,Property_Number,Property_list,Qualifier_Number,Qualifier_list
CompMix_kb.jsonl,1570,5016,1696-2,tvseries,Which genre is the TV series The apprentice?,reality telivision,Q: Which genre is the TV series The apprentice? | A: reality telivision,Q863122,The Apprentice,Q182415,reality television,Q863122->P136->Q182415,1,P136,,
CompMix_kb.jsonl,1573,5619,1896-4,tvseries,Who is the captain other than Lee Mack in the TV show Would I Lie to You??,David Mitchell,Q: Who is the captain other than Lee Mack in the TV show Would I Lie to You?? | A: David Mitchell,Q655817,Would I Lie to You?,Q457134,David Mitchell,Q655817->P161->Q457134,1,P161,,
CompMix_kb.jsonl,1574,5783,1952-1,movies,What is the birth place of the actress Jamie Lee Curtis?,Santa Monica,Q: What is the birth place of the actress Jamie Lee Curtis? | A: Santa Monica,Q106997,Jamie Lee Curtis,Q47164,"Santa Monica, California",Q106997->P19->Q47164,1,P19,,
CompMix_kb.jsonl,1575,5560,1877-0,tvseries,Who is the director of photography Breaking Bad?,"Michael Slovis , John Toll","Q: Who is the director of photography Breaking Bad? | A: Michael Slovis , John Toll",Q1079,Breaking Bad,Q6834453,Michael Slovis,"Path1: Q1079->P344->Q6834453
Path2: Q1079->P57->Q6834453",2,P344;P57,,
CompMix_kb.jsonl,1576,4997,1690-1,books,"Where was Jane Austen, author of the book Pride and Prejudice born?",Steventon,"Q: Where was Jane Austen, author of the book Pride and Prejudice born? | A: Steventon",Q36322,Jane Austen,Q1231836,Steventon,Q36322->P19->Q1231836,1,P19,,
CompMix_kb.jsonl,1577,6428,2166-4,tvseries,What movie genre does Santa with Muscles fall under?,children's film;action film;Christmas film,Q: What movie genre does Santa with Muscles fall under? | A: children's film;action film;Christmas film,Q1631700,Santa with Muscles,Q2143665,children's film,Q1631700->P136->Q2143665,1,P136,,
CompMix_kb.jsonl,1577,6428,2166-4,tvseries,What movie genre does Santa with Muscles fall under?,children's film;action film;Christmas film,Q: What movie genre does Santa with Muscles fall under? | A: children's film;action film;Christmas film,Q1631700,Santa with Muscles,Q188473,action film,Q1631700->P136->Q188473,1,P136,,
CompMix_kb.jsonl,1577,6428,2166-4,tvseries,What movie genre does Santa with Muscles fall under?,children's film;action film;Christmas film,Q: What movie genre does Santa with Muscles fall under? | A: children's film;action film;Christmas film,Q1631700,Santa with Muscles,Q28026639,Christmas film,Q1631700->P136->Q28026639,1,P136,,
CompMix_kb.jsonl,1578,5968,2014-0,music,What is the voice type of the American rapper Eminem?,tenor,Q: What is the voice type of the American rapper Eminem? | A: tenor,Q5608,Eminem,Q27914,tenor,Q5608->P412->Q27914,1,P412,,
CompMix_kb.jsonl,1579,5763,1945-0,music,what genre of When I'm Gone ?,hip hop music,Q: what genre of When I'm Gone ? | A: hip hop music,Q2263502,When I'm Gone,Q11401,hip hop music,Q2263502->P136->Q11401,1,P136,,
CompMix_kb.jsonl,1581,5121,1730-4,books,What award did Catcher in the Rye receive?,Le Monde's 100 Books of the Century,Q: What award did Catcher in the Rye receive? | A: Le Monde's 100 Books of the Century,Q183883,The Catcher in the Rye,Q40734,Le Monde's 100 Books of the Century,Q183883->P166->Q40734,1,P166,,
CompMix_kb.jsonl,1582,6338,2136-4,tvseries,Who was Emilio Estevez married to?,Paula Abdul,Q: Who was Emilio Estevez married to? | A: Paula Abdul,Q220918,Emilio Est\u00E9vez,Q185465,Paula Abdul,Q220918->P26->Q185465,1,P26,,
CompMix_kb.jsonl,1583,6390,2154-2,music,where was the location of formation of band The Script,Dublin,Q: where was the location of formation of band The Script | A: Dublin,Q459585,The Script,Q2402413,Dublin,,,,,
CompMix_kb.jsonl,1584,5200,1757-0,tvseries,Director of Lost in Space tv series?,Neil Marshall,Q: Director of Lost in Space tv series? | A: Neil Marshall,Q25341232,Lost in Space,Q944459,Neil Marshall,"Path1: Q25341232->P1431->Q944459
Path2: Q25341232->P57->Q944459",2,P1431;P57,,
CompMix_kb.jsonl,1585,5360,1810-3,books,Which place was Emma Orczy born?,Tarnaörs,Q: Which place was Emma Orczy born? | A: Tarnaörs,Q234530,Emma Orczy,Q1072281,Tarna\u00F6rs,Q234530->P19->Q1072281,1,P19,,
CompMix_kb.jsonl,1586,5123,1732-0,movies,Who starred in the movie Rocky?,Sylvester Stallone,Q: Who starred in the movie Rocky? | A: Sylvester Stallone,Q188652,Rocky,Q40026,Sylvester Stallone,"Path1: Q188652->P161->Q40026
Path2: Q188652->P58->Q40026",2,P161;P58,,
CompMix_kb.jsonl,1590,5132,1734-3,music,Who was the manager of the Beatles?,Brian Epstein,Q: Who was the manager of the Beatles? | A: Brian Epstein,Q1299,The Beatles,Q203690,Brian Epstein,"Path1: Q1299->P1037->Q203690
Path2: Q1299->P1875->Q203690",2,P1037;P1875,,
CompMix_kb.jsonl,1591,5456,1842-3,movies,Who is the director of the movie bombshell?,Jay Roach,Q: Who is the director of the movie bombshell? | A: Jay Roach,Q58814589,Bombshell,Q524278,Jay Roach,"Path1: Q58814589->P162->Q524278
Path2: Q58814589->P57->Q524278",2,P162;P57,,
CompMix_kb.jsonl,1592,5323,1798-2,soccer,Whick position played on team by Andrés Iniesta?,midfielder,Q: Whick position played on team by Andrés Iniesta? | A: midfielder,Q43729,Andr\u00E9s Iniesta,Q193592,midfielder,Q43729->P413->Q193592,1,P413,,
CompMix_kb.jsonl,1593,6007,2026-3,tvseries,What country was Hannah van der Westhuysen born in?,United Kingdom,Q: What country was Hannah van der Westhuysen born in? | A: United Kingdom,Q98406804,Hannah van der Westhuysen,Q145,United Kingdom,Q98406804->P27->Q145,1,P27,,
CompMix_kb.jsonl,1594,5309,1794-0,music,Where is the origin of the Bob Dylan?,United States of America,Q: Where is the origin of the Bob Dylan? | A: United States of America,Q30,United States of America,Q392,Bob Dylan,Q392->P27->Q30,1,P27,,
CompMix_kb.jsonl,1596,5082,1718-1,soccer,which handedness did pele have?,left-handedness,Q: which handedness did pele have? | A: left-handedness,Q12897,Pel\u00E9,Q789447,left-handedness,"Path1: Q12897->P451->Q275939->P552->Q789447
Path2: Q12897->P552->Q3039938->P461->Q789447",3,P451;P552;P461,,
CompMix_kb.jsonl,1598,5037,1703-0,movies,What's the name of the director of Gosford Park?,Robert Altman,Q: What's the name of the director of Gosford Park? | A: Robert Altman,Q165392,Gosford Park,Q55163,Robert Altman,"Path1: Q165392->P162->Q55163
Path2: Q165392->P57->Q55163",2,P162;P57,,
CompMix_kb.jsonl,1602,6585,2219-0,soccer,Which squad won Euro 2020?,Italy national association football team,Q: Which squad won Euro 2020? | A: Italy national association football team,Q373501,UEFA Euro 2020,Q676899,Italy national association football team,"Path1: Q373501->P1346->Q676899
Path2: Q373501->P1923->Q676899",2,P1346;P1923,,
CompMix_kb.jsonl,1603,5288,1786-3,tvseries,"What was the main subject of the series ""Westworld""?","Android,artificial intelligence,self-awareness","Q: What was the main subject of the series ""Westworld""? | A: Android,artificial intelligence,self-awareness",Q17572811,Westworld,Q181787,android,Q17572811->P921->Q181787,1,P921,,
CompMix_kb.jsonl,1604,5681,1918-0,soccer,Which country team did Luis Suárez play?,Uruguay,Q: Which country team did Luis Suárez play? | A: Uruguay,Q26517,Luis Su\u00E1rez,Q77,Uruguay,"Path1: Q26517->P1532->Q77
Path2: Q26517->P27->Q77",2,P1532;P27,,
CompMix_kb.jsonl,1605,6566,2212-4,movies,Who designed the costumes in Gilda?,Jean Louis,Q: Who designed the costumes in Gilda? | A: Jean Louis,Q382307,Gilda,Q1685654,Jean Louis,Q382307->P2515->Q1685654,1,P2515,,
CompMix_kb.jsonl,1606,6003,2025-0,music,What is the name of the band that made the song A Horse with no Name?,America,Q: What is the name of the band that made the song A Horse with no Name? | A: America,Q943979,A Horse with No Name,Q463081,America,Q463081->P658->Q112692508->P2550->Q943979,2,P658;P2550,,
CompMix_kb.jsonl,1607,5790,1954-2,music,Where was the singer Shakira born?,Barranquilla,Q: Where was the singer Shakira born? | A: Barranquilla,Q34424,Shakira,Q62823,Barranquilla,Q34424->P19->Q62823,1,P19,,
CompMix_kb.jsonl,1609,5741,1938-1,soccer,What is the position played by Robert Lewandowski?,forward,Q: What is the position played by Robert Lewandowski? | A: forward,Q280658,forward,Q151269,Robert Lewandowski,Q151269->P413->Q280658,1,P413,,
CompMix_kb.jsonl,1610,6072,2048-2,soccer,What is Kevin De Bruyne's home country?,Belgium,Q: What is Kevin De Bruyne's home country? | A: Belgium,Q357984,Kevin De Bruyne,Q31,Belgium,"Path1: Q357984->P1532->Q31
Path2: Q357984->P27->Q31",2,P1532;P27,,
CompMix_kb.jsonl,1612,5871,1981-0,books,Writer of the book The Outsiders?,S. E. Hinton,Q: Writer of the book The Outsiders? | A: S. E. Hinton,Q1215312,The Outsiders,Q117425,Susan Eloise Hinton,Q1215312->P50->Q117425,1,P50,,
CompMix_kb.jsonl,1613,5736,1936-2,tvseries,Who distributes the tv series Kakegurui?,Netflix,Q: Who distributes the tv series Kakegurui? | A: Netflix,Q35085291,Kakegurui,Q907311,Netflix,Q35085291->P750->Q907311,1,P750,,
CompMix_kb.jsonl,1616,6134,2068-4,soccer,Which is capital of Netherlands?,Amsterdam,Q: Which is capital of Netherlands? | A: Amsterdam,Q55,Netherlands,Q727,Amsterdam,"Path1: Q55->P13574->Q727
Path2: Q55->P36->Q727",2,P13574;P36,,
CompMix_kb.jsonl,1618,5314,1795-0,music,Location of the Bob Dylan?,United States of America,Q: Location of the Bob Dylan? | A: United States of America,Q30,United States of America,Q392,Bob Dylan,Q392->P27->Q30,1,P27,,
CompMix_kb.jsonl,1620,5982,2018-2,soccer,In Which club Kevin De Bruyne did played in 2015?,Manchester City F.C.,Q: In Which club Kevin De Bruyne did played in 2015? | A: Manchester City F.C.,Q357984,Kevin De Bruyne,Q50602,Manchester City F.C.,Q357984->P54->Q50602,1,P54,,
CompMix_kb.jsonl,1621,5605,1892-2,movies,What place was Charlize Theron born in?,Benoni,Q: What place was Charlize Theron born in? | A: Benoni,Q80046,Charlize Theron,Q818106,Benoni,Q80046->P19->Q818106,1,P19,,
CompMix_kb.jsonl,1624,5624,1898-3,soccer,Where was Philipp Lahm born?,Munich,Q: Where was Philipp Lahm born? | A: Munich,Q43682,Philipp Lahm,Q1726,Munich,Q43682->P19->Q1726,1,P19,,
CompMix_kb.jsonl,1625,6385,2152-3,movies,what was the genre of the movie American Gangster?,biographical film,Q: what was the genre of the movie American Gangster? | A: biographical film,Q270351,American Gangster,Q645928,biographical film,Q270351->P136->Q645928,1,P136,,
CompMix_kb.jsonl,1627,6582,2218-2,soccer,What was the final score of the Euro 2020 final?,1-1,Q: What was the final score of the Euro 2020 final? | A: 1-1,Q72387958,UEFA Euro 2020 Final,Q4545731,1-1,,,,,
CompMix_kb.jsonl,1629,6367,2146-3,tvseries,What is the Netflix maturity rating of the tv series Tribes of Europa?,16+,Q: What is the Netflix maturity rating of the tv series Tribes of Europa? | A: 16+,Q99385767,16+,Q104213753,Tribes of Europa,Q104213753->P8652->Q99385767,1,P8652,,
CompMix_kb.jsonl,1630,6418,2164-0,music,"Which artist sang the theme song ""Skyfall"" for the 2012 James Bond movie Skyfall?",Adele,"Q: Which artist sang the theme song ""Skyfall"" for the 2012 James Bond movie Skyfall? | A: Adele",Q4941,Skyfall,Q23215,Adele,Q4941->P942->Q57839389->P175->Q23215,1,P942,1,P175
CompMix_kb.jsonl,1630,6418,2164-0,music,"Which artist sang the theme song ""Skyfall"" for the 2012 James Bond movie Skyfall?",Adele,"Q: Which artist sang the theme song ""Skyfall"" for the 2012 James Bond movie Skyfall? | A: Adele",Q326790,Skyfall,Q23215,Adele,"Path1: Q326790->P175->Q23215
Path2: Q326790->P676->Q23215
Path3: Q326790->P86->Q23215",3,P175;P676;P86,,
CompMix_kb.jsonl,1633,5688,1920-1,books,What is the second book of To the Ends of the Earth Books?,Close Quarters,Q: What is the second book of To the Ends of the Earth Books? | A: Close Quarters,Q4394863,To the Ends of the Earth,Q4456426,Close Quarters,Q4456426->P179->Q4394863,1,P179,,
CompMix_kb.jsonl,1634,5273,1782-0,movies,"Who was the screen play of the movie ""American Sniper""?",Jason Hall,"Q: Who was the screen play of the movie ""American Sniper""? | A: Jason Hall",Q16970789,American Sniper,Q6162640,Jason Hall,"Path1: Q16970789->P161->Q6162640
Path2: Q16970789->P58->Q6162640",2,P161;P58,,
CompMix_kb.jsonl,1635,5771,1948-1,soccer,who is The founded of Liverpool F.C.team?,John Houlding,Q: who is The founded of Liverpool F.C.team? | A: John Houlding,Q1130849,Liverpool F.C.,Q950626,John Houlding,Q1130849->P112->Q950626,1,P112,,
CompMix_kb.jsonl,1636,6111,2061-0,books,What is the dialect of Jane Eye?,English,Q: What is the dialect of Jane Eye? | A: English,Q182961,Jane Eyre,Q28224411,English,,,,,
CompMix_kb.jsonl,1638,5072,1714-4,music,"In 1988, was Pink Floyd nominated for?",MTV Video Music Award for Best Concept Video,"Q: In 1988, was Pink Floyd nominated for? | A: MTV Video Music Award for Best Concept Video",Q2306,Pink Floyd,Q1161113,MTV Video Music Award for Best Concept Video,Q2306->P1411->Q1161113,1,P1411,,
CompMix_kb.jsonl,1640,5549,1874-0,music,what genre is the song See You Again?,pop rap,Q: what genre is the song See You Again? | A: pop rap,Q19756862,See You Again,Q2572585,pop rap,Q19756862->P136->Q2572585,1,P136,,
CompMix_kb.jsonl,1641,5565,1878-4,soccer,who is the sponsor of Paris Saint-Germain F.C team?,Accor,Q: who is the sponsor of Paris Saint-Germain F.C team? | A: Accor,Q483020,Paris Saint-Germain F.C.,Q212599,Accor,Q483020->P859->Q212599,1,P859,,
CompMix_kb.jsonl,1642,5294,1788-3,soccer,CF Montréal soccer team?,Montreal,Q: CF Montréal soccer team? | A: Montreal,Q167615,CF Montr\u00E9al,Q340,Montreal,Q167615->P159->Q340,1,P159,,
CompMix_kb.jsonl,1643,5926,2000-0,books,Which is the second book in the outlander book series?,Dragonfly in Amber,Q: Which is the second book in the outlander book series? | A: Dragonfly in Amber,Q18153036,Outlander series,Q2587072,Dragonfly in Amber,Q18153036->P527->Q2587072,1,P527,,
CompMix_kb.jsonl,1644,5784,1952-2,movies,What is the name of Jamie Lee Curtis' spouse?,Christopher Guest,Q: What is the name of Jamie Lee Curtis' spouse? | A: Christopher Guest,Q106997,Jamie Lee Curtis,Q336074,Christopher Guest,Q106997->P26->Q336074,1,P26,,
CompMix_kb.jsonl,1645,6062,2044-4,music,Where does Ali Hewson live?,Killiney,Q: Where does Ali Hewson live? | A: Killiney,Q777287,Ali Hewson,Q2435120,Killiney,Q777287->P551->Q2435120,1,P551,,
CompMix_kb.jsonl,1646,5212,1761-0,books,Who is the author of the book The Idiot?,Fyodor Dostoyevsky,Q: Who is the author of the book The Idiot? | A: Fyodor Dostoyevsky,Q210784,The Idiot,Q991,Fyodor Dostoyevsky,Q210784->P50->Q991,1,P50,,
CompMix_kb.jsonl,1647,5233,1768-2,soccer,Who are the founders of A.C. Milan?,Alfred Edwards;Herbert Kilpin,Q: Who are the founders of A.C. Milan? | A: Alfred Edwards;Herbert Kilpin,Q1543,A.C. Milan,Q2349054,Alfred Edwards,Q1543->P112->Q2349054,1,P112,,
CompMix_kb.jsonl,1647,5233,1768-2,soccer,Who are the founders of A.C. Milan?,Alfred Edwards;Herbert Kilpin,Q: Who are the founders of A.C. Milan? | A: Alfred Edwards;Herbert Kilpin,Q1543,A.C. Milan,Q374252,Herbert Kilpin,Q1543->P112->Q374252,1,P112,,
CompMix_kb.jsonl,1648,6129,2067-0,tvseries,Who created the Decoupled?,Manu Joseph,Q: Who created the Decoupled? | A: Manu Joseph,Q110323803,Decoupled,Q6752277,Manu Joseph,,,,,
CompMix_kb.jsonl,1649,6070,2048-0,soccer,Name the position Kevin De Bruyne plays on field?,midfielder,Q: Name the position Kevin De Bruyne plays on field? | A: midfielder,Q357984,Kevin De Bruyne,Q193592,midfielder,Q357984->P413->Q193592,1,P413,,
CompMix_kb.jsonl,1650,5949,2007-0,tvseries,Who created the TV series Loki?,Michael Waldron,Q: Who created the TV series Loki? | A: Michael Waldron,Q64349029,Loki,Q104741807,Michael Waldron,Q64349029->P170->Q104741807,1,P170,,
CompMix_kb.jsonl,1652,5388,1820-1,books,What is the second book of Standalone Novels?,Burmese Days,Q: What is the second book of Standalone Novels? | A: Burmese Days,Q3335,George Orwell,Q1762079,Burmese Days,Q3335->P800->Q1762079,1,P800,,
CompMix_kb.jsonl,1653,5317,1796-2,tvseries,Which tv series was followed by the tv series Sky Castle?,Legal High,Q: Which tv series was followed by the tv series Sky Castle? | A: Legal High,Q58213269,SKY Castle,Q58348029,Legal High,,,,,
CompMix_kb.jsonl,1654,5382,1818-1,soccer,What country does John Terry represent in soccer?,England,Q: What country does John Terry represent in soccer? | A: England,Q83456,John Terry,Q21,England,Q83456->P1532->Q21,1,P1532,,
CompMix_kb.jsonl,1655,5739,1937-0,tvseries,Which genre is the tv series Kakegurui ?,psychological thriller,Q: Which genre is the tv series Kakegurui ? | A: psychological thriller,Q590103,psychological thriller,Q35085291,Kakegurui,Q35085291->P136->Q590103,1,P136,,
CompMix_kb.jsonl,1656,5433,1834-4,music,Whom did Lisa Marie Presley marry in the year 1994?,Michael Jackson,Q: Whom did Lisa Marie Presley marry in the year 1994? | A: Michael Jackson,Q237324,Lisa Marie Presley,Q2831,Michael Jackson,Q237324->P26->Q2831,1,P26,,
CompMix_kb.jsonl,1657,5884,1986-0,tvseries,"What was the genre of the series ""Mad Man""?",drama,"Q: What was the genre of the series ""Mad Man""? | A: drama",Q223977,Mad Men,Q25372,drama,,,,,
CompMix_kb.jsonl,1658,6510,2194-2,music,What is the award received by Selena Gomez?,2009 Teen Choice Awards,Q: What is the award received by Selena Gomez? | A: 2009 Teen Choice Awards,Q83287,Selena Gomez,Q2400064,2009 Teen Choice Awards,Q83287->P166->Q2400064,1,P166,,
CompMix_kb.jsonl,1659,6397,2156-3,tvseries,who was the creator of series The X-Files?,Chris Carter,Q: who was the creator of series The X-Files? | A: Chris Carter,Q2744,The X-Files,Q27120913,Chris Carter,,,,,
CompMix_kb.jsonl,1660,5204,1758-3,soccer,Who was the last captain of FC Barcelona club?,Lionel Messi,Q: Who was the last captain of FC Barcelona club? | A: Lionel Messi,Q7156,FC Barcelona,Q615,Lionel Messi,"Path1: Q7156->P3279->Q615
Path2: Q7156->P634->Q615",2,P3279;P634,,
CompMix_kb.jsonl,1663,6523,2198-3,soccer,In which did Christian Pulisic participant in?,2019 CONCACAF Gold Cup,Q: In which did Christian Pulisic participant in? | A: 2019 CONCACAF Gold Cup,Q22279773,Christian Pulisic,Q20650884,2019 CONCACAF Gold Cup,Q22279773->P1344->Q20650884,1,P1344,,
CompMix_kb.jsonl,1664,5872,1982-0,movies,"Who was the director of the film ""The Night House""?",David Bruckner,"Q: Who was the director of the film ""The Night House""? | A: David Bruckner",Q77906196,The Night House,Q17513204,David Bruckner,Q77906196->P57->Q17513204,1,P57,,
CompMix_kb.jsonl,1665,6124,2066-0,tvseries,Who is the creator of Decoupled?,Manu Joseph,Q: Who is the creator of Decoupled? | A: Manu Joseph,Q110323803,Decoupled,Q6752277,Manu Joseph,,,,,
CompMix_kb.jsonl,1668,5757,1943-0,movies,what is the main subject of this movie?,terrorism,Q: what is the main subject of this movie? | A: terrorism,Q163872,The Dark Knight,Q7283,terrorism,Q163872->P921->Q7283,1,P921,,
CompMix_kb.jsonl,1669,5205,1758-4,soccer,What is the present club team of Lionel Messi?,Paris Saint-Germain,Q: What is the present club team of Lionel Messi? | A: Paris Saint-Germain,Q615,Lionel Messi,Q483020,Paris Saint-Germain F.C.,"Path1: Q615->P108->Q483020
Path2: Q615->P54->Q483020",2,P108;P54,,
CompMix_kb.jsonl,1672,5797,1956-3,tvseries,Where was Seth McFarlane born?,Kent,Q: Where was Seth McFarlane born? | A: Kent,Q188492,Seth MacFarlane,Q1739029,Kent,Q188492->P19->Q1739029,1,P19,,
CompMix_kb.jsonl,1674,4977,1683-0,movies,Article 15 is directed by?,Anubhav Sinha,Q: Article 15 is directed by? | A: Anubhav Sinha,Q62073524,Article 15,Q4777707,Anubhav Sinha,Q62073524->P57->Q4777707,1,P57,,
CompMix_kb.jsonl,1677,5686,1919-0,soccer,For which country team did Luis Suárez play?,Uruguay,Q: For which country team did Luis Suárez play? | A: Uruguay,Q26517,Luis Su\u00E1rez,Q77,Uruguay,"Path1: Q26517->P1532->Q77
Path2: Q26517->P27->Q77",2,P1532;P27,,
CompMix_kb.jsonl,1682,5445,1838-4,soccer,In what place is A.C. Milan's headquarters located?,Milan,Q: In what place is A.C. Milan's headquarters located? | A: Milan,Q1543,A.C. Milan,Q490,Milan,"Path1: Q1543->P138->Q490
Path2: Q1543->P159->Q490",2,P138;P159,,
CompMix_kb.jsonl,1683,6249,2107-0,tvseries,What's the name of the primary creator of the series Fringe?,J. J. Abrams,Q: What's the name of the primary creator of the series Fringe? | A: J. J. Abrams,Q3815,Fringe,Q188137,J. J. Abrams,"Path1: Q3815->P170->Q188137
Path2: Q3815->P57->Q188137",2,P170;P57,,
CompMix_kb.jsonl,1684,5183,1752-0,movies,Who played the lead female actor in the movie The Conjuring?,Vera Farmiga,Q: Who played the lead female actor in the movie The Conjuring? | A: Vera Farmiga,Q5540479,The Conjuring,Q264840,Vera Farmiga,Q5540479->P161->Q264840,1,P161,,
CompMix_kb.jsonl,1685,6500,2190-4,books,What is the award received by the book The Little Prince?,Le Monde's 100 Books of the Century,Q: What is the award received by the book The Little Prince? | A: Le Monde's 100 Books of the Century,Q25338,The Little Prince,Q40734,Le Monde's 100 Books of the Century,Q25338->P166->Q40734,1,P166,,
CompMix_kb.jsonl,1686,5140,1737-0,tvseries,How many seasons did Family Guy run for?,20,Q: How many seasons did Family Guy run for? | A: 20,Q5930,Family Guy,Q5930,Family Guy,"Path1: Q5930->P1424->Q8084224->P1423->Q5930
Path2: Q5930->P1434->Q64861227->P1445->Q5930
Path3: Q5930->P156->Q34397->P144->Q5930
Path4: Q5930->P2512->Q34397->P144->Q5930
Path5: Q5930->P272->Q1475707->P1056->Q5930
Path6: Q5930->P527->Q108083934->P179->Q5930
Path7: Q5930->P527->Q113714629->P179->Q5930
Path8: Q5930->P527->Q122761484->P179->Q5930
Path9: Q5930->P527->Q128995851->P179->Q5930
Path10: Q5930->P527->Q13408044->P179->Q5930
Path11: Q5930->P527->Q135688791->P179->Q5930
Path12: Q5930->P527->Q16942530->P179->Q5930
Path13: Q5930->P527->Q1982267->P179->Q5930
Path14: Q5930->P527->Q2011522->P179->Q5930
Path15: Q5930->P527->Q20715666->P179->Q5930
Path16: Q5930->P527->Q2278915->P179->Q5930
Path17: Q5930->P527->Q2278963->P179->Q5930
Path18: Q5930->P527->Q2290917->P179->Q5930
Path19: Q5930->P527->Q2290922->P179->Q5930
Path20: Q5930->P527->Q2396269->P179->Q5930
Path21: Q5930->P527->Q24522->P179->Q5930
Path22: Q5930->P527->Q26203654->P179->Q5930
Path23: Q5930->P527->Q2715030->P179->Q5930
Path24: Q5930->P527->Q38094139->P179->Q5930
Path25: Q5930->P527->Q38374->P179->Q5930
Path26: Q5930->P527->Q56290966->P179->Q5930
Path27: Q5930->P527->Q589405->P179->Q5930
Path28: Q5930->P527->Q67019650->P179->Q5930
Path29: Q5930->P527->Q94462219->P179->Q5930
Path30: Q5930->P674->Q1003420->P1441->Q5930
Path31: Q5930->P674->Q10307995->P1441->Q5930
Path32: Q5930->P674->Q1067868->P1441->Q5930
Path33: Q5930->P674->Q1084088->P1441->Q5930
Path34: Q5930->P674->Q11681551->P1441->Q5930
Path35: Q5930->P674->Q12327639->P1441->Q5930
Path36: Q5930->P674->Q12328514->P1441->Q5930
Path37: Q5930->P674->Q12330199->P1441->Q5930
Path38: Q5930->P674->Q12339539->P1441->Q5930
Path39: Q5930->P674->Q15244361->P1441->Q5930
Path40: Q5930->P674->Q16324808->P1441->Q5930
Path41: Q5930->P674->Q1747744->P1441->Q5930
Path42: Q5930->P674->Q2245055->P1441->Q5930
Path43: Q5930->P674->Q2532372->P1441->Q5930
Path44: Q5930->P674->Q28465->P1441->Q5930
Path45: Q5930->P674->Q3642188->P1441->Q5930
Path46: Q5930->P674->Q3713899->P1441->Q5930
Path47: Q5930->P674->Q3814853->P1441->Q5930
Path48: Q5930->P674->Q3938553->P1441->Q5930
Path49: Q5930->P674->Q4671414->P1441->Q5930
Path50: Q5930->P674->Q589480->P1441->Q5930
Path51: Q5930->P674->Q8237080->P1441->Q5930
Path52: Q5930->P674->Q837909->P1441->Q5930
Path53: Q5930->P674->Q853073->P1441->Q5930
Path54: Q5930->P674->Q867962->P1441->Q5930
Path55: Q5930->P674->Q9032327->P1441->Q5930
Path56: Q5930->P674->Q9087248->P1441->Q5930
Path57: Q5930->P674->Q908772->P1441->Q5930
Path58: Q5930->P674->Q908841->P1441->Q5930
Path59: Q5930->P674->Q925989->P1441->Q5930
Path60: Q5930->P674->Q9290528->P1441->Q5930
Path61: Q5930->P725->Q343564->P800->Q5930
Path62: Q5930->P725->Q37628->P800->Q5930
Path63: Q5930->P840->Q2254022->P1441->Q5930
Path64: Q5930->P910->Q7482919->P301->Q5930",18,P1424;P1423;P1434;P1445;P156;P144;P2512;P272;P1056;P527;P179;P674;P1441;P725;P800;P840;P910;P301,,
CompMix_kb.jsonl,1687,5500,1857-0,tvseries,Genre of the series True Detective?,"drama,neo-noir","Q: Genre of the series True Detective? | A: drama,neo-noir",Q7847400,True Detective,Q130232,drama film,Q7847400->P136->Q1366112->P1889->Q130232,2,P136;P1889,,
CompMix_kb.jsonl,1689,5503,1858-2,soccer,Where is the home venue of the Inter Miami soccer club?,Miami Freedom Park,Q: Where is the home venue of the Inter Miami soccer club? | A: Miami Freedom Park,Q16844931,Inter Miami CF,Q17018920,Miami Freedom Park,"Path1: Q17018920->P127->Q16844931
Path2: Q17018920->P466->Q16844931",2,P127;P466,,
CompMix_kb.jsonl,1690,5997,2023-0,movies,What was the name of the actor who played Willy Wonka in Willy Wonka and the Chocolate Factory?,Gene Wilder,Q: What was the name of the actor who played Willy Wonka in Willy Wonka and the Chocolate Factory? | A: Gene Wilder,Q936327,Willy Wonka & the Chocolate Factory,Q191966,Gene Wilder,Q936327->P161->Q191966,1,P161,,
CompMix_kb.jsonl,1691,5973,2015-0,music,Type of voice has the American rapper Eminem?,tenor,Q: Type of voice has the American rapper Eminem? | A: tenor,Q5608,Eminem,Q27914,tenor,Q5608->P412->Q27914,1,P412,,
CompMix_kb.jsonl,1694,5039,1704-1,music,What was the name of the first album by The Smiths?,The Smiths,Q: What was the name of the first album by The Smiths? | A: The Smiths,Q974045,The Smiths,Q180598,The Smiths,Q974045->P175->Q180598,1,P175,,
CompMix_kb.jsonl,1695,5971,2014-3,music,What is the native language of the American rapper Eminem?,English,Q: What is the native language of the American rapper Eminem? | A: English,Q5608,Eminem,Q1860,English,Q5608->P1412->Q1860,1,P1412,,
CompMix_kb.jsonl,1696,5210,1760-3,books,What is the name of Fyodor Dostoyevsky's child?,Lyubov Dostoevskaya,Q: What is the name of Fyodor Dostoyevsky's child? | A: Lyubov Dostoevskaya,Q991,Fyodor Dostoyevsky,Q4167247,Lyubov Dostoevskaya,Q991->P40->Q4167247,1,P40,,
CompMix_kb.jsonl,1697,6042,2038-2,soccer,For Which country did Daniel Passarella played?,Argentina,Q: For Which country did Daniel Passarella played? | A: Argentina,Q15802,Daniel Passarella,Q414,Argentina,"Path1: Q15802->P1532->Q414
Path2: Q15802->P27->Q414",2,P1532;P27,,
