question,gold_answer,KG answer,taxonomy_label,method,source,cause
Which festivals take place in the different European capitals,"[['Amsterdam', 'Amsterdam Dance Event'], ['Amsterdam', '5daysoff'], ['Amsterdam', 'Awakenings'], ['Amsterdam', 'Dance Valley'], ['Amsterdam', 'Mystery Land'], ['Amsterdam', 'Loveland'], ['Amsterdam', 'A Day at the Park'], ['Amsterdam', 'Welcome to the Future'], ['Amsterdam', 'Valtifest'], ['Amsterdam', 'Concertgebouw'], ['Amsterdam', 'Koningsdag'], ['Amsterdam', 'Holland Festival'], ['Amsterdam', 'Prinsengrachtconcert'], ['Amsterdam', ""'Stille Omgang'""], ['Amsterdam', 'Amsterdam Gay Pride'], ['Amsterdam', 'The Cannabis Cup'], ['Amsterdam', 'Uitmarkt'], ['The Hague', 'Scheveningen fireworks festival'], ['The Hague', 'Tong Tong Fair'], ['The Hague', 'Milan Festival'], ['The Hague', 'Parkpop'], ['The Hague', 'Crossing Border Festival'], ['The Hague', 'State-X'], ['The Hague', 'The Hague Jazz Festival'], ['The Hague', 'Movies that Matter'], ['The Hague', 'The World Forum'], ['The Hague', 'Den Haag Sculptuur'], ['Andorra la Vella', 'unnamed annual music festival'], ['Athens', 'Athens Festival'], ['Belgrade', 'Film Festival'], ['Belgrade', 'Theatre Festival'], ['Belgrade', 'Summer Festival'], ['Belgrade', 'BEMUS'], ['Belgrade', 'Belgrade Early Music Festival'], ['Belgrade', 'Book Fair'], ['Belgrade', 'Belgrade Choir Festival'], ['Belgrade', 'Eurovision Song Contest 2008'], ['Belgrade', 'Beer Fest'], ['Berlin', 'Balkan Black Box Festival'], ['Berlin', 'Berlin Atonal'], ['Berlin', 'Berlin International Literature Festival'], ['Berlin', 'Berlin Military Tattoo'], ['Berlin', 'Berlin Pride'], ['Berlin', 'Festival of Lights (Berlin)'], ['Berlin', 'Gemüseschlacht'], ['Berlin', 'ID Festival Berlin'], ['Berlin', 'Karneval der Kulturen'], ['Berlin', 'Lesbian and Gay City Festival'], ['Berlin', 'MaerzMusik'], ['Berlin', 'Transmediale'], ['Berlin', 'Berlin Feminist Film Week'], ['Berlin', 'Berlin Independent Film Festival'], ['Berlin', 'Berlin International Film Festival'], ['Berlin', 'Berlin Short Film Festival'], ['Berlin', 'Boddinale'], ['Berlin', 'Directors Lounge'], ['Berlin', 'International Film Awards Berlin'], ['Berlin', 'Moviemiento'], ['Berlin', 'Prix Europa'], ['Berlin', 'Berlin Festival'], ['Berlin', 'Berlin Music Video Awards'], ['Berlin', 'Berliner Festspiele'], ['Berlin', 'CTM Festival'], ['Berlin', 'Fuckparade'], ['Berlin', 'JazzFest Berlin'], ['Berlin', 'Love Parade'], ['Berlin', '100 Grad Festival'], ['Berlin', 'Berliner Theatertreffen'], ['Berlin', 'Deutsches Kinder- und Jugendtheatertreffen'], ['Berlin', 'Diyalog TheaterFest'], ['Berlin', 'Das große Kleinkunstfestival'], ['Berlin', 'MusterMesse'], ['Berlin', 'Neuropolis'], ['Berlin', 'Stückemarkt des Berliner Theatertreffens'], ['Berlin', 'Tanz im August'], ['Bern', 'shnit International Shortfilmfestival'], ['Bern', 'Queersicht'], ['Bern', 'BeJazz Summer and Winter Festival'], ['Bern', 'Buskers Bern Street Music Festival'], ['Bern', 'Gurtenfestival'], ['Bern', 'Internationales Jazzfestival Bern'], ['Bern', 'Taktlos-Festival'], ['Bern', 'The Musikpreis des Kantons Bern'], ['Bern', 'Zibelemärit'], ['Bern', 'Bernese Fasnacht'], ['Bratislava', 'Bratislava Music Festival'], ['Bratislava', 'Bratislava Jazz Days'], ['Bratislava', 'Wilsonic Festival'], ['Brussels', 'Be Film Festival'], ['Brussels', 'Brussels Gallery Weekend'], ['Brussels', 'Brussels Independent Film Festival'], ['Brussels', 'Brussels International Fantastic Film Festival'], ['Brussels', 'Brussels International Festival of Eroticism'], ['Brussels', 'Brussels International Film Festival'], ['Brussels', 'Iris Festival'], ['Brussels', 'Kunstenfestivaldesarts'], ['Brussels', 'Offscreen Film Festival'], ['Brussels', 'Ommegang of Brussels'], ['Brussels', 'Zinneke Parade'], ['Bucharest', 'International Opera Festival'], ['Bucharest', 'George Enescu Festival'], ['Bucharest', ""Chinese New Year's Eve Festival""], ['Bucharest', 'CowParade'], ['Bucharest', 'Bucharest International Film Festival'], ['Budapest', 'Sziget Festival'], ['Budapest', 'Café Budapest Contemporary Arts Festival'], ['Budapest', 'The Budapest Wine Festival'], ['Budapest', 'Budapest Pálinka Festival'], ['Budapest', 'Budapest Pride Film and Cultural Festival'], ['Budapest', 'Budapest Fringe Festival'], ['Budapest', 'LOW Festival'], ['Budapest', 'Budapest Jewish Summer Festival'], ['Chișinău', 'Moldova National Wine Festival'], ['Copenhagen', 'Copenhagen Jazz Festival'], ['Copenhagen', 'Festival of Endless Gratitude'], ['Copenhagen', 'Copenhagen Carnival'], ['Copenhagen', 'Whitsun'], ['Copenhagen', 'Copenhell'], ['Copenhagen', 'Copenhagen Pride'], ['Copenhagen', 'Copenhagen Distortion'], ['Copenhagen', ""Copenhagen's international feature film festival""], ['Copenhagen', 'CPH:PIXX'], ['Copenhagen', 'CPH:DOX'], ['Helsinki', 'Tuska Open Air Metal Festival'], ['Helsinki', 'Helsinki Day'], ['Helsinki', 'Helsinki Festival'], ['Helsinki', 'Helsinki International Film Festival – Love & Anarchy'], ['Helsinki', 'Night Visions'], ['Helsinki', 'DocPoint'], ['Kyiv', 'Kyiv Music Fest'], ['Kyiv', 'Premieres of the Season'], ['Kyiv', 'Asgardsrei festival'], ['Kyiv', 'Atlas Festival'], ['Kyiv', 'Gogolfest'], ['Kyiv', 'Trypilske kolo'], ['Lisbon', 'Lisbon Gay & Lesbian Film Festival'], ['Lisbon', 'Lisboarte'], ['Lisbon', 'DocLisboa – Lisbon International Documentary Film Festival'], ['Lisbon', 'Festival Internacional de Máscaras e Comediantes'], ['Lisbon', 'Lisboa Mágica – Street Magic World Festival'], ['Lisbon', 'Monstra – Animated Film Festival'], ['Lisbon', 'Lisbon Book Fair'], ['Lisbon', 'Peixe em Lisboa – Lisbon Fish and Flavours'], ['Ljubljana', 'Ljubljana Festival'], ['London', 'Notting Hill Carnival'], ['London', 'Carnaval Del Pueblo'], ['London', ""Saint George's Day""], ['London', ""Saint Patrick's Day""], ['London', 'Dance Umbrella'], ['London', 'Christmas Without Cruelty Fayre'], ['Luxembourg', 'Wiltz festival'], ['Luxembourg', 'e-Lake Music Festival'], ['Luxembourg', 'dancing procession of Echternach'], ['Madrid', 'Festimad'], ['Madrid', 'Mad Cool'], ['Madrid', 'Madrid Pride'], ['Madrid', 'PHotoEspaña'], ['Madrid', 'Ibero-American Festival of Short films ABC'], ['Madrid', 'LesGaiCineMad'], ['Madrid', 'Madrid Fashion Film Festival'], ['Madrid', 'San Isidro festival'], ['Monaco', 'International Circus Festival of Monte-Carlo'], ['Monaco', 'Mondial du Théâtre'], ['Monaco', 'Monte-Carlo Television Festival'], ['Moscow', 'Moscow International Film Festival'], ['Moscow', 'Stalker, Artdocfest'], ['Moscow', 'Moscow Jewish Film Festival'], ['Oslo', 'Oslo Jazz festival'], ['Oslo', 'Øyafestivalen'], ['Oslo', 'Oslo International Church Music Festival'], ['Oslo', 'Oslo World Music Festival'], ['Oslo', 'Oslo Chamber Music Festival'], ['Oslo', 'Norwegian Wood Rock Festival'], ['Paris', 'Open-air cinema at the Parc de la Villette'], ['Paris', 'Performances at the Jardin Shakespeare'], ['Paris', 'Rock en the Seine'], ['Paris', 'Paris Jazz Festival'], ['Paris', 'Paris Summer Arts Festival'], ['Paris', ""La Gouette d'Or en Fête""], ['Paris', 'Techno Parade from Place de la République to Pelouse de Reuilly'], ['Paris', 'Festival Paris Cinéma'], ['Paris', ""Festival de Films des Femmes (Women's Film Festival)""], ['Paris', 'Festival du Film de Paris'], ['Paris', 'Nuit Blanche (White Night)'], ['Paris', 'Paris Motor Show'], ['Paris', ""Foire Internationale d'art contemporain (International Contemporary Art Fair)""], ['Paris', 'International Dance Festival'], ['Paris', 'Mois de la Photo'], ['Paris', 'Fête du Beaujolais Nouveau'], ['Paris', 'Christmas celebrations'], ['Paris', 'La Grand Parade'], ['Paris', 'Chinese New Year'], ['Paris', 'Paris Carnival'], ['Paris', 'Paris International Agricultural Show'], ['Paris', 'Foire de Paris'], ['Paris', 'Foire du Trone'], ['Paris', ""St. John's Day (Feux de la Saint-Jean)""], ['Paris', 'Foire St-Germain'], ['Paris', 'Paris Street Music Festival'], ['Paris', 'Biennale de Paris'], ['Podgorica', 'Podgorica Cultural Summer'], ['Podgorica', 'FIAT – International Alternative Theatre Festival'], ['Podgorica', 'DEUS – December Arts Scene'], ['Prague', 'Prague Spring International Music Festival'], ['Prague', 'Prague Autumn International Music Festival'], ['Prague', 'Prague International Organ Festival'], ['Prague', 'Dvořák Prague International Music Festival'], ['Prague', 'Prague International Jazz Festival'], ['Prague', 'Febiofest'], ['Prague', 'One World Film Festival'], ['Prague', 'Echoes of the Karlovy Vary International Film Festival'], ['Prague', ""Prague Writers' Festival""], ['Prague', 'Prague Folklore Days'], ['Prague', 'Prague Advent Choral Meeting'], ['Prague', 'Summer Shakespeare Festival'], ['Prague', 'Prague Fringe Festival'], ['Prague', 'World Roma Festival'], ['Prague', 'Vernissages'], ['Prague', 'Fashion shows'], ['Prague', 'Czech Beer Festival'], ['Pristina', 'EtnoFest'], ['Pristina', 'Pristina Jazz Festival'], ['Pristina', 'ReMusica'], ['Pristina', 'Beer and Wine Festival - Prishtine'], ['Pristina', 'Coffee and Tea Festival - Prishtine'], ['Pristina', 'Chopin Piano Fest'], ['Pristina', 'DAM Fest'], ['Pristina', 'VideoFest'], ['Pristina', 'International exhibition of Gjon Mili'], ['Pristina', 'Muslim Mulliqi'], ['Pristina', 'Artist of Tomorrow'], ['Pristina', 'Highway car-racing event'], ['Pristina', 'Tōge racing event'], ['Pristina', ""Pristina's Half Marathon""], ['Reykjavík', 'Iceland Airwarves'], ['Reykjavík', 'Menningarnótt'], ['Riga', 'Positivus Festival'], ['Riga', 'Riga International Short Film Festival 2ANNAS'], ['Riga', 'Latvian Song and Dance Festival'], ['Riga', 'Studentu parad?ze'], ['Riga', 'Riga Salsa Festival'], ['Riga', 'Go Blonde Festival'], ['Riga', 'Baltic Pride'], ['San Marino', ""New Year's Day""], ['San Marino', 'Epiphany'], ['San Marino', 'Feast of Saint Agatha'], ['San Marino', 'Easter'], ['San Marino', 'Easter Monday'], ['San Marino', 'Anniversary of the Arengo'], ['San Marino', 'Labour Day'], ['San Marino', 'Corpus Christi'], ['San Marino', 'Liberation from Fascism'], ['San Marino', 'Ferragosto (Assumption)'], ['San Marino', 'The Feast of Saint Marinus and the Republic'], ['San Marino', ""All Saints' Day""], ['San Marino', 'Commemoration of all those who died at war'], ['San Marino', 'Immaculate Conception'], ['San Marino', 'Christmas Eve'], ['San Marino', 'Christmas'], ['San Marino', ""Saint Stephen's Day""], ['San Marino', ""New Year's Eve""], ['Sarajevo', 'Balkan Photo Festival'], ['Sarajevo', 'Beton Fest'], ['Sarajevo', 'FEDU'], ['Sarajevo', 'PitchWise Festival'], ['Sarajevo', 'Pop Art Festival'], ['Sarajevo', 'Pop-Up! Sarajevo'], ['Sarajevo', 'Sarajevo Poetry Days'], ['Sarajevo', 'Sarajevo Street Art Festival'], ['Sarajevo', 'SOS Design Festival'], ['Sarajevo', 'Spiritus Progenitum'], ['Sarajevo', 'WARM Festival'], ['Sarajevo', 'American Folk Blues Festival'], ['Sarajevo', 'Baščaršija Nights'], ['Sarajevo', 'Five Days of Zagreb in Sarajevo'], ['Sarajevo', 'Ilidža Folk Music Festival'], ['Sarajevo', ""Ilidža International Children's Folklore Festival""], ['Sarajevo', 'Sarajevo Irish Festival'], ['Sarajevo', 'Sarajevo Winter Festival'], ['Sarajevo', 'Al Jazeera Balkans Documentary Film Festival'], ['Sarajevo', 'Merlinka Film Festival'], ['Sarajevo', 'Pravo Ljudski Film Festival'], ['Sarajevo', 'Sarajevo Fashion Film Festival'], ['Sarajevo', 'Sarajevo Film Festival'], ['Sarajevo', 'Sarajevo Youth Film Festival'], ['Sarajevo', 'VIVA Film Festival'], ['Sarajevo', 'BeeFest'], ['Sarajevo', 'Coffee Fest Sarajevo, February'], ['Sarajevo', 'Sarajevo StreeAt Food Festival'], ['Sarajevo', 'OPEN Fest Sarajevo'], ['Sarajevo', 'Open University of Sarajevo'], ['Sarajevo', 'Kao nekad pred Božić'], ['Sarajevo', 'Sarajevo Ramadan Festival'], ['Sarajevo', 'Ballet Fest Sarajevo'], ['Sarajevo', 'InterDance Fest'], ['Sarajevo', 'Juventafest'], ['Sarajevo', 'Lutfest'], ['Sarajevo', 'MESS International Theatre Festival'], ['Sarajevo', 'Smile of Sarajevo Theatre Festival'], ['Sarajevo', 'Teatarfest'], ['Sarajevo', 'Merlinka Festival'], ['Sarajevo', 'Sarajevo Pride'], ['Sarajevo', 'Dva Super Dana'], ['Sarajevo', 'Festival 84'], ['Sarajevo', 'Jazz Fest Sarajevo'], ['Sarajevo', 'Sarajevo Beer Festival'], ['Sarajevo', 'Sarajevo Chamber Music Festival'], ['Sarajevo', 'Sarajevo Evenings of Music'], ['Sarajevo', 'Sarajevo International Guitar Festival'], ['Sarajevo', 'Sonemus Fest'], ['Sarajevo', 'Orfej'], ['Skopje', 'Skopje Jazz Festival'], ['Skopje', 'Skopje Cultural Summer Festival'], ['Skopje', 'May Opera Evenings'], ['Skopje', 'Young Open Theater Festival (MOT)'], ['Skopje', 'Skopje Film Festival'], ['Sofia', 'Sofia International Film Festival'], ['Stockholm', 'Stockholm Jazz Festival'], ['Stockholm', 'Stockholm Early Music Festival'], ['Stockholm', 'The Stockholm Culture Festival'], ['Stockholm', 'We Are Stockholm'], ['Stockholm', 'Stockholm Pride'], ['Stockholm', 'The Stockholm Marathon'], ['Stockholm', 'The Nobel Banquet'], ['Stockholm', 'The Stockholm Water Festival'], ['Stockholm', 'Manifestation'], ['Stockholm', 'Summerburst Music festival'], ['Stockholm', 'The Stockholm International Film Festival'], ['Tallinn', 'Estonian Song Festival'], ['Tallinn', 'Estonian Dance Festival'], ['Tallinn', 'Tallinn Black Nights Film Festival'], ['Tirana', 'Summer Festival'], ['Tirana', 'Tirana International Film Festival'], ['Tirana', 'Tirana Jazz Festival'], ['Tirana', 'Guitar Sounds Festival'], ['Tirana', 'Albanian Wine Festival'], ['Tirana', 'Telekom Electronic Beats Festival'], ['Tórshavn', 'Jóansøka Festival'], ['Tórshavn', 'Tórshavn Jazz Festival'], ['Valletta', 'The Valletta International Baroque Festival'], ['Valletta', ""Malta's Jazz Festival""], ['Vienna', 'Coded Cultures'], ['Vienna', 'Donauinselfest'], ['Vienna', 'Donaukanaltreiben Festival'], ['Vienna', 'Give it a Name'], ['Vienna', 'Grafenegg Festival'], ['Vienna', 'Hollywood in Vienna'], ['Vienna', 'ImPulsTanz Vienna International Dance Festival'], ['Vienna', 'Jazz Fest Wien'], ['Vienna', 'KlangBogen Wien'], ['Vienna', 'Roboexotica'], ['Vienna', 'Sound:frame'], ['Vienna', 'TEDxVienna'], ['Vienna', 'Vienna Festival'], ['Vienna', 'Vienna Independent Film Festival'], ['Vienna', 'Vienna International Film Festival'], ['Vienna', 'Vienna Shorts'], ['Vienna', 'Vienna Spring Festival'], ['Vienna', 'Waves Vienna'], ['Vienna', 'Wien Modern'], ['Vienna', 'Wiener Internationale Gartenschau 74'], ['Vilnius', 'Kino Pavasaris'], ['Vilnius', 'Dainų šventė'], ['Vilnius', 'Vilnius Jazz Festival'], ['Vilnius', ""Capital's Days""], ['Warsaw', 'the International Frédéric Chopin Piano Competition'], ['Warsaw', 'the International Contemporary Music Festival Warsaw Autumn'], ['Warsaw', 'the Jazz Jamboree'], ['Warsaw', 'Warsaw Summer Jazz Days'], ['Warsaw', 'the International Stanisław Moniuszko Vocal Competition'], ['Warsaw', 'the Mozart Festival'], ['Warsaw', 'the Festival of Old Music'], ['Zagreb', 'INmusic festival'], ['Zagreb', 'Zagreb Jazz Festival'], ['Zagreb', 'Žedno uho'], ['Zagreb', 'The\xa0World Theatre Festival'], ['Zagreb', 'International Puppet Festival'], ['Zagreb', 'Animafest(the World Festival of\xa0Animated Films)'], ['Zagreb', 'the\xa0Music Biennale'], ['Zagreb', 'ZagrebDox'], ['Zagreb', 'The\xa0Festival of the Zagreb\xa0Philharmonic'], ['Zagreb', 'Floraart'], ['Zagreb', 'Old-timer Rally'], ['Zagreb', 'Zagreb Histrionic Summer'], ['Zagreb', 'Zagrebfest'], ['Zagreb', 'The\xa0Day of the City of Zagreb'], ['Tbilisi', 'Tbilisi International Film Festival']]","Traverse Vidéo|Traverse Vidéo (lang:en)|Toulouse|Toulouse (lang:en)
Traverse Vidéo 2013: Histoires|Traverse Vidéo 2013: Histoires (lang:en)|Toulouse|Toulouse (lang:en)
Forom des langues du monde|Forom des langues du monde (lang:en)|Toulouse|Toulouse (lang:en)
Festival Internacional de Magia de Madrid|Festival Internacional de Magia de Madrid (lang:en)|Madrid|Madrid (lang:en)
MADferia|MADferia (lang:en)|Madrid|Madrid (lang:en)
...|...|...|...
Budapest Pride Festival 2021|Budapest Pride Festival 2021 (lang:en)|Budapest|Budapest (lang:en)
Budapest Pride Festival 2022|Budapest Pride Festival 2022 (lang:en)|Budapest|Budapest (lang:en)
Strasbulles|Strasbulles (lang:en)|Strasbourg|Strasbourg (lang:en)
White Ravens|White Ravens (lang:en)|Munich|Munich (lang:en)
Free & Easy Festival|Free & Easy Festival (lang:en)|Munich|Munich (lang:en)",Different answer,LLM-as-a-judge,ComplexQA/Monaco_time_complex/00000.json,long answer
Where are located protected areas with an area larger than 250000 km squared ?,Ross Sea | Hawaii and Midway Atoll | Coral Sea | Northeast Greenland | Pitcairn Islands | British Indian Ocean Territory (disputed by Mauritius) | Kermadec Islands | Ascension Island | Phoenix Islands | Great Barrier Reef | Ellesmere Island,"Niger|Niger (lang:en)
Niger|Niger (lang:en)
France|France (lang:en)
France|France (lang:en)
France|France (lang:en)
...|...
Mexico|Mexico (lang:en)
Mexico|Mexico (lang:en)
Mexico|Mexico (lang:en)
Mexico|Mexico (lang:en)
Benin|Benin (lang:en)",Different answer,LLM-as-a-judge,SimpleQA/Qampari_wikitables_simple/00076.json,long answer
Who is the director of the second season of Under the Dome,Jack Bender,"Ernest Dickerson
Olatunde Osunsanmi
Kari Skogland
Sam Hill
Sergio Mimica-Gezzan
...
David Barrett
Eriq La Salle
Lee Rose
Niels Arden Oplev
P. J. Pesce",Different answer,LLM-as-a-judge,ComplexQA/CompMix_infobox_complex/00291.json,long answer
What are the residential buildings with a height larger than 250 m ?,Pentominium | Ocean One Tower | 45 Broad Street | Marina City II | Tregunter Tower 3 | [[The Belchers|The Belchers 1]] | Trump World Tower | 21st Century Tower | Q1 | The Marina Torch | Elite Residence | Princess Tower | 432 Park Avenue | Central Park Tower,"Bucherhof (Viktorsberg)
Former Customs Site and Inn
Former Oven and Wash House
Former Farmhouse
former Tauner house
...
Mühle
Former forester's lodge
Grandchamp
Wattenwyl house
Alte Trotte",Different answer,LLM-as-a-judge,SimpleQA/Qampari_wikitables_simple/00052.json,long answer
who helped the british in the french and indian war,Iroquois Confederacy,"Holy Roman Empire|Holy Roman Empire (lang:en)
Holy Roman Empire|Holy Roman Empire (lang:en-ca)
Holy Roman Empire|Holy Roman Empire (lang:en-gb)
George III of Great Britain|George III of Great Britain (lang:en)
George III of Great Britain|George III of the United Kingdom (lang:en-ca)
...|...
Louis XV of France|Louis XV of France (lang:en)
Louis XV of France|Louis XV of France (lang:en-ca)
Louis XV of France|Louis XV of France (lang:en-gb)
Spanish Empire|Spanish Empire (lang:en)
Brunswick-Wolfenbüttel|Brunswick-Wolfenbüttel (lang:en)",Different answer,LLM-as-a-judge,SimpleQA/NQ_table_test_simple/00352.json,long answer
What award did The Turning Point get?,National Board of Review: Top Ten Films,"Anexo:National Board of Review por Mejor Película (lang:es)
Cena Národní rady amerických filmových kritiků za nejlepší film (lang:cs)
En İyi Film National Board of Review Ödülü (lang:tr)
Ən yaxşı filmə görə ABŞ Kinotənqidçiləri Milli Şurasının mükafatı (lang:az)
Film Terbaik (National Board of Review Award) (lang:id)
...
ナショナル・ボード・オブ・レビュー賞 トップ10作品 (lang:ja)
十大电影 (lang:zh-cn)
十大电影 (lang:zh-hans)
十大電影 (lang:zh-hant)
國家評論協會獎：十大佳片 (lang:zh)",Different answer,LLM-as-a-judge,SimpleQA/CompMix_table_simple_qa/00143.json,long answer
when did the golden state warriors win the finals,1947 | 1956 | 1975 | 2015 | 2017,"1947
1956
1962
1963
1964
...
2019
2020
2021
2022
2023",Different answer,LLM-as-a-judge,SimpleQA/NQ_table_test_simple/00028.json,long answer
who played the first phantom of the opera,Michael Crawford,"Cesare Gravina|Cesare Gravina (lang:en)
Chester Conklin|Chester Conklin (lang:en)
John Miljan|John Miljan (lang:en)
Norman Kerry|Norman Kerry (lang:en)
Carla Laemmle|Carla Laemmle (lang:en)
...|...
Arthur Edmund Carewe|Arthur Edmund Carewe (lang:en)
Edith Yorke|Edith Yorke (lang:en)
John St. Polis|John St. Polis (lang:en)
Gibson Gowland|Gibson Gowland (lang:en)
Ward Crane|Ward Crane (lang:en)",Different answer,LLM-as-a-judge,SimpleQA/NQ_table_test_simple/00014.json,long answer
Tell me what's the national dish of each country in Central Europe,"[['Austria', 'Wiener schnitzel'], ['Croatia', 'Zagorski štrukli'], ['Czechia', 'vepřo knedlo zelo (Roast pork with dumplings) and sauerkraut)'], ['Czechia', 'svíčková'], ['Germany', 'schnitzel'], ['Germany', 'schweinshaxe'], ['Germany', 'bratwurst'], ['Germany', 'sauerbraten'], ['Germany', 'döner kebab'], ['Germany', 'currywurst'], ['Germany', 'eisbein with sauerkraut'], ['Hungary', 'Goulash'], ['Lithuania', 'bigos'], ['Lithuania', 'cepelinai'], ['Lithuania', 'šaltibarščiai'], ['Poland', 'bigos'], ['Poland', 'pierogi'], ['Poland', 'kotlet schabowy'], ['Poland', 'Barszcz, Rosół'], ['Slovakia', 'pierogi'], ['Slovakia', 'bryndzové halušky'], ['Slovenia', 'buckwheat dumplings'], ['Slovenia', 'štruklji'], ['Slovenia', 'Idrijski žlikrofi'], ['Switzerland', 'Fondue'], ['Switzerland', 'Muesli'], ['Switzerland', 'Raclette'], ['Switzerland', 'Rösti'], ['Switzerland', 'Cervelat'], ['Switzerland', 'Zürcher geschnetzeltes']]","Switzerland|Switzerland (lang:en)|Secondhand Child|Secondhand Child (lang:en)
Austria|Austria (lang:en)|Mozart!|Mozart! (lang:en)
Austria|Austria (lang:en)|Untersuchung an Mädeln|Untersuchung an Mädeln (lang:en)
Hungary|Hungary (lang:en)|wd:Q1000666|Budapester Rundschau (lang:en)
Hungary|Hungary (lang:en)|Budapester Zeitung|Budapester Zeitung (lang:en)
...|...|...|...
Switzerland|Switzerland (lang:en)|Farming Simulator 14|Farming Simulator 14 (lang:en)
Switzerland|Switzerland (lang:en)|Farming Simulator 16|Farming Simulator 16 (lang:en)
Switzerland|Switzerland (lang:en)|Farming Simulator 20|Farming Simulator 20 (lang:en)
Poland|Poland (lang:en)|Archiwum mineralogiczne|Archiwum mineralogiczne (lang:en)
Switzerland|Switzerland (lang:en)|World Directory of Dental Schools|World Directory of Dental Schools (lang:en)",Different answer,LLM-as-a-judge,ComplexQA/Monaco_non_time_complex/00041.json,long answer
Any movies are starring folks from the main cast of Euphoria,"[['Super Buddies', 'Spider-Man: Homecoming', 'The Greatest Showman', 'Duck Duck Goose', 'Smallfoot', 'Spider-Man: Far from Home', 'Malcolm & Marie', 'Space Jam: A New Legacy', 'Dune', 'Spider-Man: No Way Home', 'Is That Black Enough For You?!?', 'Challengers', 'Dune: Part Two'], ['The 40-Year-Old Virgin', 'Knocked Up', 'Funny People', 'This Is 40', 'Other People', 'The House of Tomorrow', ""Don't Mind Alice"", 'Assassination Nation', 'The King of Staten Island'], ['North Hollywood', 'The Things They Carried', 'Your Lucky Day'], ['The Basket', 'Sol Goode', 'Feast', 'X-Men: The Last Stand', 'Open Water 2: Adrift', 'Marley & Me', ""Valentine's Day"", 'Burlesque', 'Grey Lady', 'The Ravine', 'Redeeming Love', 'American Carnage', 'Little Dixie'], ['Miles', 'Brigsby Bear', 'To The Moon', 'Mid90s', 'Waves', 'Mainstream', 'Nineteen on Fire'], ['The Kissing Booth', 'Swinging Safari', 'The Mortuary Collection', 'The Kissing Booth 2', '2 Hearts', 'The Very Excellent Mr. Dundee', 'The Kissing Booth 3', 'Deep Water'], ['Unpregnant', 'Nope'], ['Miss Miami', '50 First Dates', 'Living the Dream', 'Universal Remote', ""Nora's Hair Salon II"", 'B-Girl', 'Noise Matters', 'American Weapon', ""Kevin Hart's Guide to Black History""], ['12 Years a Slave', 'The Summoning', 'Sleight', 'Lea to the Rescue', ""Santa's Boot Camp"", 'A Happening of Monumental Proportions', 'A Wrinkle in Time', ""Don't Let Go"", 'The Invisible Man', 'The Suicide Squad', 'One Way'], ['Belle'], ['Earth to Echo', 'Detroit', 'The Hate U Give', 'Judas and the Black Messiah', 'Mother/Android'], ['ZMD: Zombies of Mass Destruction', 'The Opium Eater', 'Takeo', 'Night Blind', 'The Ward', 'Spiders 3D', 'Angels in Stardust', 'Held', 'Love Made Visible', 'The Martial Arts Kid', 'The Unborn', 'Stolen From Suburbia', 'Cassidy Way', 'The Horde', 'Vikes', 'Dead Ant', 'It Happened Again Last Night', 'Relentless', 'The Wrong Daughter', 'Under the Silver Lake', 'Along Came the Devil', 'Big Time Adolescence', 'Clementine', 'Once Upon a Time in Hollywood', 'Nocturne', 'Downfalls High', 'The Voyeurs', 'Night Teeth'], ['Timepiece', 'Around the Fire', 'King of the Bingo Game', 'True Crime', ""Desi's Looking for a New Girl"", 'Kung Phooey!', 'Freedomland', 'Miracle at St. Anna', 'Lincoln', 'Red Hook Summer', 'All Is Bright', '42', 'Hair Brained', 'The Butler', '400 Boys', 'Time Out of Mind', 'Selma', 'Beautiful Something', 'The Birth of a Nation', 'Assassination Nation', 'First Match', 'If Beale Street Could Talk', 'Lucy in the Sky', 'Zola', ""Ma Rainey's Black Bottom"", 'Without Remorse', 'The God Committee', 'Candyman'], ['The Addams Family 2', 'Samaritan'], ['Ticking Clock', 'Jewtopia', 'Gangster Squad', 'The Kings of Summer', 'Sacrifice', 'Paper Towns', 'All Summers End', ""Brad's Status"", 'Tragedy Girls', ""We Don't Belong Here"", 'Dude', 'Puzzle', 'Scary Stories to Tell in the Dark', 'Chemical Hearts', 'Do Revenge'], ['{}']]","Miracle at St. Anna|Miracle at St. Anna (lang:en)
Dual|Dual (lang:en)
Summer Song|Summer Song (lang:en)
Pirates of the Caribbean: Dead Men Tell no Tales|Pirates of the Caribbean: Dead Men Tell no Tales (lang:en)
Pirates of the Caribbean: Dead Men Tell no Tales|Pirates of the Caribbean: Dead Men Tell No Tales (lang:en-ca)
...|...
Redeeming Love|Redeeming Love (lang:en-ca)
Redeeming Love|Redeeming Love (lang:en-gb)
Malcolm & Marie|Malcolm & Marie (lang:en)
The Kissing Booth 3|The Kissing Booth 3 (lang:en)
2 Hearts|2 Hearts (lang:en)",Different answer,LLM-as-a-judge,ComplexQA/Monaco_time_complex/00005.json,long answer
