question,gold_answer,KG answer,taxonomy_label,method,source
Who is the main character in the film Shawshank Redemption?,Tim Robbins,Andy Dufresne,Different answer,LLM-as-a-judge,CompMix_table
when did michigan last win a national championship,1989,2024-01-08T00:00:00Z,Different answer,LLM-as-a-judge,NQ_table
who played junior on in the heat of the night,Christian LeBlanc,Alan Autry|Alan Autry (lang:en),Different answer,LLM-as-a-judge,NQ_table
who sang rip it up and start again,Orange Juice,Razorlight,Different answer,LLM-as-a-judge,NQ_table
What is the Irish name for the home team in the third round of the 2004 FAI Cup that had a first tie that ended with replay,Cumann Peile Chathair Dhoire,Cobh Ramblers Football Club (lang:ga),Different answer,LLM-as-a-judge,OTT_QA_dev
where does the english channel begin and end,the Celtic Sea and North Sea,Land's End (lang:en)|Cap Gris Nez (lang:en),Different answer,LLM-as-a-judge,NQ_table
love is not love that alters when it alteration finds meaning,Sonnet 116,William Shakespeare (lang:en),Different answer,LLM-as-a-judge,NQ_table
Who owns the club Paris Saint-Germain F.C.?,Tamim bin Hamad Al Thani,Qatar Sports Investments,Different answer,LLM-as-a-judge,CompMix_table
what was vietnam called in the years before world war 2,French Indochina,"Anam (lang:en)
Annam (lang:en)",Different answer,LLM-as-a-judge,NQ_table
who wrote i'm in the mood for dancing,Ben Findon | Mike Myers | Bob Puzey,The Nolans|The Nolans (lang:en),Different answer,LLM-as-a-judge,NQ_table
who sings song at the end of beauty and the beast,Josh Groban,"Ariana Grande|Ariana Grande (lang:en)
Emma Thompson|Emma Thompson (lang:en)
Angela Lansbury|Angela Lansbury (lang:en)
Jordin Sparks|Jordin Sparks (lang:en)
Jump5|Jump5 (lang:en)
Beth Fowler|Beth Fowler (lang:en)
Céline Dion|Céline Dion (lang:en)",Different answer,LLM-as-a-judge,NQ_table
Who originally comissioned each of the world's ten tallest skyscrapers and when,"[['Merdeka 118', 'Permodalan Nasional Berhad', 'Unknown'], ['Ping An International Finance Centre', 'Ping An Insurance', 'August 29, 2009'], ['Shanghai Tower', 'Shanghai Municipal Government', '1993'], ['Burj Khalifa', 'Emaar Properties', '2004'], ['Abraj Al-Bait Clock Tower', 'Government', '2002'], ['Tianjin CTF Finance Centre', 'Tianjin New World Huan Bo Hai Real Estate Development Co. Ltd.', 'November 20, 2009'], ['China Zun', 'CITIC Group', '15 May 2012'], ['One World Trade Center', 'Lower Manhattan Development Corporation', 'April 27, 2006'], ['Guangzhou CTF Finance Centre', 'New World Development', 'July 29, 2010']]","Concordia Corporate Tower|Concordia Corporate Tower (lang:en)|Centro Comercial Aqualon|Centro Comercial Aqualon (lang:en)|2018-04-03T00:00:00Z
Concordia Corporate Tower|Concordia Corporate Tower (lang:en)|Texas Woman's Pioneers vs. Texas A&M–Commerce Lions, January 14, 2017 (women's basketball)|Texas Woman's Pioneers vs. Texas A&M–Commerce Lions, January 14, 2017 (women's basketball) (lang:en)|2018-04-03T00:00:00Z
Concordia Corporate Tower|Concordia Corporate Tower (lang:en)|Texas A&M–Kingsville Javelinas vs. Texas A&M–Commerce Lions, February 12, 2015 (women's basketball)|Texas A&M–Kingsville Javelinas vs. Texas A&M–Commerce Lions, February 12, 2015 (women's basketball) (lang:en)|2018-04-03T00:00:00Z
Concordia Corporate Tower|Concordia Corporate Tower (lang:en)|Texas A&M–Kingsville Javelinas vs. Texas A&M–Commerce Lions, February 11, 2017 (women's basketball)|Texas A&M–Kingsville Javelinas vs. Texas A&M–Commerce Lions, February 11, 2017 (women's basketball) (lang:en)|2018-04-03T00:00:00Z
Concordia Corporate Tower|Concordia Corporate Tower (lang:en)|Midwestern State Mustangs vs. Texas A&M–Commerce Lions, February 9, 2019 (women's basketball)|Midwestern State Mustangs vs. Texas A&M–Commerce Lions, February 9, 2019 (women's basketball) (lang:en)|2018-04-03T00:00:00Z
Concordia Corporate Tower|Concordia Corporate Tower (lang:en)|Eastern New Mexico Greyhounds vs. Texas A&M–Commerce Lions, February 20, 2016 (women's basketball)|Eastern New Mexico Greyhounds vs. Texas A&M–Commerce Lions, February 20, 2016 (women's basketball) (lang:en)|2018-04-03T00:00:00Z
Concordia Corporate Tower|Concordia Corporate Tower (lang:en)|spherical pair|spherical pair (lang:en)|2018-04-03T00:00:00Z
Concordia Corporate Tower|Concordia Corporate Tower (lang:en)|Eastern New Mexico Zias vs. Texas A&M–Commerce Lions, January 21, 2015 (women's basketball)|Eastern New Mexico Zias vs. Texas A&M–Commerce Lions, January 21, 2015 (women's basketball) (lang:en)|2018-04-03T00:00:00Z
Concordia Corporate Tower|Concordia Corporate Tower (lang:en)|Cameron Aggies vs. Texas A&M–Commerce Lions, January 14, 2015 (women's basketball)|Cameron Aggies vs. Texas A&M–Commerce Lions, January 14, 2015 (women's basketball) (lang:en)|2018-04-03T00:00:00Z
Concordia Corporate Tower|Concordia Corporate Tower (lang:en)|Cameron Aggies vs. Texas A&M–Commerce Lions, January 27, 2018 (women's basketball)|Cameron Aggies vs. Texas A&M–Commerce Lions, January 27, 2018 (women's basketball) (lang:en)|2018-04-03T00:00:00Z",Different answer,LLM-as-a-judge,Monaco_time
who has played in the most premier league derbies,Neville Southall,Sol Campbell|Sol Campbell (lang:en)|172,Different answer,LLM-as-a-judge,NQ_table
when does the first nba basketball game start,"October 17, 2017",1946-11-01T00:00:00Z,Different answer,LLM-as-a-judge,NQ_table
who is the oldest wrestler that is still wrestling,Dory Funk Jr.,Vincent Slades|Vincent Slades (lang:en)|http://www.wikidata.org/.well-known/genid/09efc33743171237c0bf46b54d8ebc97,Different answer,LLM-as-a-judge,NQ_table
What were the professions of the film characters portrayed by Charlize Theron throughout her career,"[['animal refuge worker'], ['Second-grade teacher'], ['{}'], ['Escort service madam'], ['private safe expert'], ['prostitution'], ['photographer'], ['Hairdresser', 'Iron miner'], ['underground rebel warrior'], ['Police detective'], ['soccer mom'], ['works at a high-end restaurant'], ['Educational-film narrator'], ['Ghost writer of young adult novels'], ['sorceress and Queen'], ['Weyland Corporation employee'], ['unemployed and lives off donations'], ['Army officer'], ['Physician', 'Activist'], ['Monkey is a wooden snow monkey charm that has come alive.'], ['MI6 spy'], ['criminal mastermind and cyberterrorist'], ['co-president of Promethium Pharmaceuticals'], ['U.S. Secretary of State'], ['journalist and media personality'], ['Mercenary'], ['Sorceress'], ['dean of a school'], ['Waitress']]","cyberterrorist (lang:en)
habitual offender (lang:en)
magician (lang:en)
mechanic (lang:en)
prostitute (lang:en)
serial killer (lang:en)
soldier (lang:en)
truck driver (lang:en)
vigilante (lang:en)
witch (lang:en)",Different answer,LLM-as-a-judge,Monaco_time
How many events for men at the 1956 Summer Olympics were held for this competition that took place at the venue damaged during the 1991 fire,six for men,0,Different answer,LLM-as-a-judge,OTT_QA_dev
Which Pokemon video games were released after 2016,"['Ultra Sun and Ultra Moon', ""Let's Go, Pikachu! and Let's Go, Eevee!"", 'Sword and Shield', 'The Isle of Armor (DLC)', 'The Crown Tundra (DLC)', 'Brilliant Diamond and Shining Pearl', 'Legends: Arceus', 'Scarlet and Violet', 'The Teal Mask (DLC)', 'The Indigo Disk (DLC)']","Pokémon Go|Pokémon Go (lang:en)|2017-01-24T00:00:00Z
Pokkén Tournament DX|Pokkén Tournament DX (lang:en)|2017-09-22T00:00:00Z
Pokémon Masters EX|Pokémon Masters EX (lang:en)|2019-08-29T00:00:00Z
Pokémon Trading Card Game Pocket|Pokémon Trading Card Game Pocket (lang:en)|2024-10-30T00:00:00Z
Pokémon Friends|Pokémon Friends (lang:en)|2025-07-22T00:00:00Z",Different answer,LLM-as-a-judge,Monaco_time
"What was the total attendance for games played at Fenway Park during the 1975 American League Championship Series, the 2013 American League Championship Series, and the 2018 World Series",263316,0,Different answer,LLM-as-a-judge,Sportsreason_TANQ
what type of dog was laika the spacedog,"Mongrel, possibly part-husky (or part-Samoyed) and part-terrier",Laika (lang:en),Different answer,LLM-as-a-judge,NQ_table
What was the name of Megan Rapinoe's youth soccer team when she was in high school,Elk Grove Pride,"Chicago Stars FC|Chicago Stars FC (lang:en)
OL Lyonnes|OL Lyonnes (lang:en)
Seattle Reign FC|Seattle Reign FC (lang:en)
Sydney FC|Sydney FC (lang:en)
United States women's national under-20 association football team|United States women's national under-20 association football team (lang:en)
Philadelphia Independence|Philadelphia Independence (lang:en)
magicJack|magicJack (lang:en)
United States women's national soccer team|United States women's national soccer team (lang:en)
Seattle Sounders Women|Seattle Sounders Women (lang:en)",Different answer,LLM-as-a-judge,CompMix_infobox
Tell me what's the national dish of each country in Central Europe,"[['Austria', 'Wiener schnitzel'], ['Croatia', 'Zagorski štrukli'], ['Czechia', 'vepřo knedlo zelo (Roast pork with dumplings) and sauerkraut)'], ['Czechia', 'svíčková'], ['Germany', 'schnitzel'], ['Germany', 'schweinshaxe'], ['Germany', 'bratwurst'], ['Germany', 'sauerbraten'], ['Germany', 'döner kebab'], ['Germany', 'currywurst'], ['Germany', 'eisbein with sauerkraut'], ['Hungary', 'Goulash'], ['Lithuania', 'bigos'], ['Lithuania', 'cepelinai'], ['Lithuania', 'šaltibarščiai'], ['Poland', 'bigos'], ['Poland', 'pierogi'], ['Poland', 'kotlet schabowy'], ['Poland', 'Barszcz, Rosół'], ['Slovakia', 'pierogi'], ['Slovakia', 'bryndzové halušky'], ['Slovenia', 'buckwheat dumplings'], ['Slovenia', 'štruklji'], ['Slovenia', 'Idrijski žlikrofi'], ['Switzerland', 'Fondue'], ['Switzerland', 'Muesli'], ['Switzerland', 'Raclette'], ['Switzerland', 'Rösti'], ['Switzerland', 'Cervelat'], ['Switzerland', 'Zürcher geschnetzeltes']]","Czech Republic|Czech Republic (lang:en)|wd:Q107782305|
Czech Republic|Czech Republic (lang:en)|Vepřo knedlo zelo|Vepřo knedlo zelo (lang:en)
Czech Republic|Czech Republic (lang:en)|wd:Q63349173|
Czech Republic|Czech Republic (lang:en)|Christmas carp|Christmas carp (lang:en)
Czech Republic|Czech Republic (lang:en)|serviettenknödel|serviettenknödel (lang:en)
...|...|...|...
Austria|Austria (lang:en)|wd:Q114496226|
Austria|Austria (lang:en)|wd:Q111913166|
Austria|Austria (lang:en)|Erdäpfelknödel|Erdäpfelknödel (lang:en)
Austria|Austria (lang:en)|St. Martin's goose|St. Martin's goose (lang:en)
Austria|Austria (lang:en)|wd:Q100148345|",Different answer,LLM-as-a-judge,Monaco_non_time
Which Marvel female superheroes have already made an appearance in a live action film or tv show,"['America Chavez', 'Angela', 'Bella Donna', 'Betsy Braddock (Psylocke)/Captain Britain', 'Emma Frost', 'Black Cat', 'Black Widow (Natasha Romanoff)', 'Feral', 'Blink', 'Gamora', 'Buff', 'Callisto', 'Jean Grey', 'Hawkeye (Kate Bishop)', 'Molly Hayes', 'Hellcat', 'Satana Hellstrom', 'Captain Marvel', 'Invisible Woman', 'Ironheart', 'Daisy Johnson', 'Clea', 'Jessica Jones (a.k.a. Jewel and Knightress)', 'Copycat', 'Anya Corazon', 'Crystal', 'Jubilee', 'Dagger', 'Jennifer Kale', 'Kismet', 'Dazzler', 'Misty Knight', 'Karolina Dean', 'Magik', 'Domino', 'Echo', 'Elektra', 'Medusa', 'Nico Minoru', 'Mockingbird', 'Moonstar', 'Ms. Marvel (Carol Danvers)', 'Ms. Marvel (Kamala Khan)', 'Mystique', 'Namora', 'Night Nurse', 'Nova (Frankie Raye)', 'Phoenix', 'Photon', 'Polaris (as Overdrive)', 'Kitty Pryde', 'Red Guardian', 'Rescue', 'Cecilia Reyes', 'Rogue', 'Ronin', 'Sage', 'Scarlet Witch', 'Sersi', 'Shadowcat', 'She-Hulk', 'She-Venom', 'Sif', 'Silk', 'Silver Fox', 'Siryn', 'Stature', 'Stepford Cuckoos', 'Storm', 'Valkyrie', 'The Wasp', 'Colleen Wing', 'Wolfsbane', 'X-23', 'Gertrude Yorkes', 'Spider-Woman', 'Thor as Jane Foster']","Phil Coulson|Phil Coulson (lang:en)
Iron Man|Iron Man (lang:en)
Stan Lee|Stan Lee (lang:en)
Captain America|Captain America (lang:en)
Raza|Raza (lang:en)
...|...
Don|Don (lang:en)
Tom the Neighbor|Tom the Neighbor (lang:en)
John Walker|John Walker (lang:en)
Falcon|Falcon (lang:en)
Doctor Strange|Doctor Strange (lang:en)",Different answer,LLM-as-a-judge,Monaco_time
who won in the brown vs board of education case,defendants,Oliver Brown|Oliver Brown (lang:en),Different answer,LLM-as-a-judge,NQ_table
When do the events of the movie Iceland sent to the 54th Oscars as a nomination for the Academy Award for Best International Feature Film take place,10th-century,Iceland (lang:en),Different answer,LLM-as-a-judge,OTT_QA_dev
who sang i dreamed a dream in les miserables,Rose Laurens,Patti LuPone,Different answer,LLM-as-a-judge,NQ_table
"What actress played Fiona ""Fi"" Phillips in So Weird?",Cara DeLizia,Alexz Johnson,Different answer,LLM-as-a-judge,CompMix_table
who sang national anthem at the super bowl,Pink,Mickey Guyton|Mickey Guyton (lang:en),Different answer,LLM-as-a-judge,NQ_table
What's the run time for all the movies in the Harry Potter film series combined,1179 minutes,1304.0|0.0,Different answer,LLM-as-a-judge,CompMix_infobox
who plays timon in lion king on broadway,Max Casella,"Billy Eichner|Billy Eichner (lang:en)
Nathan Lane|Nathan Lane (lang:en)",Different answer,LLM-as-a-judge,NQ_table
What pair own the team of the 2015-16 Columbus Blue Jackets acquired free agent player who played junior ice hockey for the Windsor Spitfires,Bill and Denise Burke,John P. McConnell|John P. McConnell (lang:en),Different answer,LLM-as-a-judge,OTT_QA_dev
where was uncle tom's cabin first published,The National Era,Boston,Different answer,LLM-as-a-judge,NQ_table
In which year does Alisha Chinai won the award Best Music Video,1996,"Filmfare Award for Best Female Playback Singer|Filmfare Award for Best Female Playback Singer (lang:en)|2006-01-01T00:00:00Z
Apsara Award for Best Female Playback Singer|Apsara Award for Best Female Playback Singer (lang:en)|2006-01-01T00:00:00Z
IIFA Award for Best Female Playback|IIFA Award for Best Female Playback (lang:en)|2006-01-01T00:00:00Z
Bollywood Movie Award – Best Playback Singer Female|Bollywood Movie Award – Best Playback Singer Female (lang:en)|2006-01-01T00:00:00Z",Different answer,LLM-as-a-judge,CompMix_table
Kyle Neypes who was drafted in the fourth round of the '17 PBA draft is from a country with a population of at least how many people,100 million,112729484.0,Different answer,LLM-as-a-judge,OTT_QA_dev
Who was the head coach of the Inter Miami soccer club?,Phil Neville,Guillermo Ángel Hoyos,Different answer,LLM-as-a-judge,CompMix_table
which is the world's largest company in terms of revenue,Walmart,General Company for Ports of Iraq|General Company for Ports of Iraq (lang:en)|985000000000.0,Different answer,LLM-as-a-judge,NQ_table
What are the different geological fracture zones ?,"Chile | Mocha | Valdivia | Easter | Vema | Kane | Charlie-Gibbs Name from GEBCO gazetteer, position refined by means of [http://www.ngdc.noaa.gov/mgg/global/global.html etopo2] and sample data of GPlates","Bight Fracture Zone|Bight Fracture Zone (lang:en)
Faraday Fracture Zone|Faraday Fracture Zone (lang:en)
Vening Meinesz Fracture Zone|Vening Meinesz Fracture Zone (lang:en)
Cook Fracture Zone|Cook Fracture Zone (lang:en)
Clarion-Clipperton Zone|Clarion-Clipperton Zone (lang:en)
...|...
Shackleton Fracture Zone|Shackleton Fracture Zone (lang:en)
Sovanco Fracture Zone|Sovanco Fracture Zone (lang:en)
Vinogradov Fracture Zone|Vinogradov Fracture Zone (lang:en)
Molokai Fracture Zone|Molokai Fracture Zone (lang:en)
Blanco transform fault zone|Blanco transform fault zone (lang:en)",Different answer,LLM-as-a-judge,Qampari_wikitables
what is the highest peak in the ozarks,Buffalo Lookout,Mount Magazine|839.0|Mount Magazine (lang:en),Different answer,LLM-as-a-judge,NQ_table
Selena Gomez held which position?,UNICEF Goodwill Ambassador,"filmmaker|filmmaker (lang:en)
singer|singer (lang:en)
record producer|record producer (lang:en)
voice actor|voice actor (lang:en)
actor|actor (lang:en)
fashion designer|fashion designer (lang:en)
businessperson|businessperson (lang:en)
model|model (lang:en)
singer-songwriter|singer-songwriter (lang:en)
child actor|child actor (lang:en)",Different answer,LLM-as-a-judge,CompMix_table
three movies made from agatha christie's novels,The Passing of Mr. Quinn | Die Abenteurer G.m.b.H. | Alibi,"Death on the Nile|Death on the Nile (lang:en)
A Haunting in Venice|A Haunting in Venice (lang:en)
Nine|Nine (lang:en)",Different answer,LLM-as-a-judge,NQ_table
who won last year's ncaa women's basketball,South Carolina,LSU Tigers women's basketball,Different answer,LLM-as-a-judge,NQ_table
What is the name of the performer of The Velvet Underground  music Band,The Velvet Underground,"Lou Reed|Lou Reed (lang:en)
Maureen Tucker|Maureen Tucker (lang:en)
Nico|Nicos (lang:en)
John Cale|John Cale (lang:en)
Angus MacLise|Angus MacLise (lang:en)",Different answer,LLM-as-a-judge,CompMix_infobox
Who is the youngest player playing for Germany National Football Team?,Kai Havertz,Tom Bischof|2005-06-28T00:00:00Z,Different answer,LLM-as-a-judge,CompMix_table
what is tittle of the book The Brothers Karamazov?,Братья Карамазовы,The Brothers Karamazov (lang:en),Different answer,LLM-as-a-judge,CompMix_table
What is the first name of the woman who was 10 times the 2019 Suncorp Super Netball season 's GK on the Nissan Net Points Team of the Week,Shamera,April,Different answer,LLM-as-a-judge,OTT_QA_dev
What was the percentage of female MKs in each party of the 17th Knesset,"[['Kadima', 20.689655172413794], ['Labor-Meimad', 26.315789473684205], ['Shas', 0.0], ['Gil', 14.285714285714292], ['Likud', 8.333333333333329], ['National Union-NRP', 0.0], ['United Torah Judaism', 0.0], ['Meretz-Yachad', 40.0], ['United Arab List', 0.0], ['Hadash', 0.0], ['Yisrael Beiteinu', 27.272727272727266], ['Balad', 0.0]]","Israeli Labor Party|Israeli Labor Party (lang:en)|1|1|100.0
New Hope|New Hope (lang:en)|1|0|0.0
Likud|Likud (lang:en)|2|0|0.0
Kadima|Kadima (lang:en)|1|0|0.0",Different answer,LLM-as-a-judge,Monaco_non_time
What was the title of the first movie directed by him,The Last House on the Left,Escape to Nowhere|Escape to Nowhere (lang:en),Different answer,LLM-as-a-judge,CompMix_table
What were the British royal houses and how did each of them take the throne,"[['House of Stuart', 'Bill of Rights 1689'], ['House of Hanover', 'A great-grandson of King James VI and I, George I, who was prince-elector of Hanover, became the first Hanoverian monarch of Great Britain and Ireland in 1714.'], ['House of Saxe-Coburg and Gotha', ""Ernest I's second son, Prince Albert (1819–1861), married his first cousin Queen Victoria in 1840 (Victoria's mother was a sister of Ernest I). Prince Albert thus is the progenitor of the United Kingdom's current royal family, called the House of Windsor since 1917""], ['House of Windsor', 'Eventually in 1901, a line of the House of Saxe-Coburg and Gotha succeeded the House of Hanover to the British monarchy with the accession of King Edward VII, son of Queen Victoria and Prince Albert of Saxe-Coburg and Gotha. In 1917, the name of the British royal house was changed from the German Saxe-Coburg and Gotha to the English Windsor, taking its name from the royal residence in Berkshire']]","House of Wessex|House of Wessex (lang:en)|Alfred the Great|Alfred the Great (lang:en)|0871-04-27T00:00:00Z|
House of Knýtlinga|House of Knýtlinga (lang:en)|Sweyn I of Denmark|Sweyn I of Denmark (lang:en)|1013-01-01T00:00:00Z|
House of Godwin|House of Godwin (lang:en)|Harold Godwinson|Harold Godwinson (lang:en)|1066-01-11T00:00:00Z|
House of Normandy|House of Normandy (lang:en)|William the Conqueror|William the Conqueror (lang:en)|1066-12-31T00:00:00Z|
House of Blois|House of Blois (lang:en)|Stephen, King of England|Stephen, King of England (lang:en)|1135-12-29T00:00:00Z|
...|...|...|...|...|...
Spanish House of Habsburg|Spanish House of Habsburg (lang:en)|Philip II of Spain|Philip II of Spain (lang:en)|1554-08-04T00:00:00Z|
Habsburg Spain|Habsburg Spain (lang:en)|Philip II of Spain|Philip II of Spain (lang:en)|1554-08-04T00:00:00Z|
House of Stewart di Darnley|House of Stewart di Darnley (lang:en)|James VI and I|James VI and I (lang:en)|1603-04-03T00:00:00Z|
House of Stuart|House of Stuart (lang:en)|Charles I of England|Charles I of England (lang:en)|1625-03-27T00:00:00Z|
House of Orange-Nassau|House of Orange-Nassau (lang:en)|William III of England|William III of England (lang:en)|1689-02-13T00:00:00Z|",Different answer,LLM-as-a-judge,Monaco_non_time
when was the last amendment to the constitution passed,"May 5, 1992",1865-12-06T00:00:00Z,Different answer,LLM-as-a-judge,NQ_table
where is the oldest house in america located,Taos Pueblo,Massachusetts (lang:en),Different answer,LLM-as-a-judge,NQ_table
The 7th seeded player in the 2019 U.S. Men 's Clay Court Championships singles tournament is from a country that is how many square kilometres in area,"7,617,930",9826675.0,Different answer,LLM-as-a-judge,OTT_QA_dev
who is the most selling music artist of all time,The Beatles,wd:Q2831|Michael Jackson (lang:en)|80000000.0,Different answer,LLM-as-a-judge,NQ_table
"Sort the players who participated in the 2002 Masters snooker competition by their year of birth from oldest to youngest, and then alphabetically by last name for those with the same year of birth. What is the year of birth of the sixth player in this sorted list",1974,Alan McManus|1971|McManus,Different answer,LLM-as-a-judge,Sportsreason_TANQ
when was the last time mount ruapehu erupted,25 September 2007,1879-01-01T00:00:00Z,Different answer,LLM-as-a-judge,NQ_table
where does the largest amount of federal tax revenue come from,California,income tax in the United States|income tax in the United States (lang:en),Different answer,LLM-as-a-judge,NQ_table
How many tracks were on side two of The Police's debut album Outlandos d'Amour,5,"Roxanne
Can't Stand Losing You
Next to You
So Lonely",Different answer,LLM-as-a-judge,CompMix_table
what is the definition of the name thomas,twin,"Thomas; male given name (lang:en)
Family name (lang:en)",Different answer,LLM-as-a-judge,NQ_table
The Skip Magnus Ramsfjell is from a 2019 World Junior Curling Championship Men 's Round Robin country with a population of how many people,"5,312,300",5328212.0,Different answer,LLM-as-a-judge,OTT_QA_dev
when is the last time wisconsin missed the ncaa tournament,1997–98,2025,Different answer,LLM-as-a-judge,NQ_table
What awards did A Wrinkle in Time win?,St. Louis Film Critics Awards,Newbery Medal|Newbery Medal (lang:en),Different answer,LLM-as-a-judge,CompMix_table
Which actresses were unmarried at the time that they won the Oscar for Best Actress in a Leading Role,"['Anna Magnani', 'Anne Bancroft', 'Julie Christie', 'Ellen Burstyn', 'Shirley MacLaine', 'Marlee Matlin', 'Cher', 'Jessica Lange', 'Susan Sarandon', 'Helen Hunt', 'Gwyneth Paltrow', 'Julia Roberts', 'Halle Berry', 'Nicole Kidman', 'Charlize Theron', 'Marion Cotillard', 'Natalie Portman', 'Jennifer Lawrence', 'Brie Larson', 'Emma Stone', 'Renée Zellweger', 'Michelle Yeoh', 'Janet Gaynor', 'Marie Dressler', 'Ginger Rogers', 'Jane Wyman', 'Judy Holliday', 'Shirley Booth', 'Audrey Hepburn', 'Grace Kelly', 'Meryl Streep', 'Jodie Foster', 'Katharine Hepburn', 'Vivien Leigh']","The Divorcee|The Divorcee (lang:en)|1929-01-01T00:00:00Z
Janet Gaynor|Janet Gaynor (lang:en)|1929-05-16T00:00:00Z
Seventh Heaven|Seventh Heaven (lang:en)|1929-05-16T00:00:00Z
Street Angel|Street Angel (lang:en)|1929-05-16T00:00:00Z
Sunrise: A Song of Two Humans|Sunrise: A Song of Two Humans (lang:en)|1929-05-16T00:00:00Z
...|...|...
Michelle Yeoh|Michelle Yeoh (lang:en)|2023-03-12T00:00:00Z
Emma Stone|Emma Stone (lang:en)|2024-03-10T00:00:00Z
Mikey Madison|Mikey Madison (lang:en)|2025-03-02T00:00:00Z
Anora|Anora (lang:en)|2025-03-02T00:00:00Z
Jessie Buckley|Jessie Buckley (lang:en)|2026-03-15T00:00:00Z",Different answer,LLM-as-a-judge,Monaco_time
who wrote the french declaration of the rights of man and of the citizen,General Lafayette | Thomas Jefferson | Honoré Mirabeau,National Constituent Assembly,Different answer,LLM-as-a-judge,NQ_table
what is annual fee for amex black card,"US$2,500 (US$2,500 for each additional card member) plus one-time joining fee of US$7,500","2500.0
3000.0
4200.0",Different answer,LLM-as-a-judge,NQ_table
when is dragon ball super episode 131 releasing,TBA,2018-03-25T00:00:00Z,Different answer,LLM-as-a-judge,NQ_table
Which is the First Hindi movie as Cinematographer of Mr. Laxman Utekar,Khanna & Iyer,English Vinglish|English Vinglish (lang:en)|2012-01-01T00:00:00Z,Different answer,LLM-as-a-judge,CompMix_table
where was the witch of blackbird pond published,Houghton Mifflin,United States (lang:en),Different answer,LLM-as-a-judge,NQ_table
where is tigris river located on the world map,38°29′0″N 39°25′0″E﻿ / ﻿38.48333°N 39.41667°E,Iraq (lang:en),Different answer,LLM-as-a-judge,NQ_table
What is the stage name of the singer-song writer to which Valerie & Tristan danced with in week three of Dancing with the Stars ( American season 17 week 3 ),Mika,Pat Benatar,Different answer,LLM-as-a-judge,OTT_QA_dev
Where was the player born who came from a club founded on 23 December 1872 to Queen of the South F.C . in 2017/18,"Paisley , Scotland",De Cosmos ministry|De Cosmos ministry (lang:en),Different answer,LLM-as-a-judge,OTT_QA_dev
The last celebrity musician to be eliminated from season three of Rachael vs . Guy : Celebrity Cook-Off is best known for what song,I Think We 're Alone Now,I Love You|I Love You (lang:en),Different answer,LLM-as-a-judge,OTT_QA_dev
"Over the past 30 years, which women have served as Cabinet members in the United States, Chronologically","['Donna Shalala', ""Hazel R. O'Leary"", 'Janet Reno', 'Madeleine Albright', 'Alexis Herman', 'Ann Veneman', 'Elaine Chao', 'Gale Norton', 'Margaret Spellings', 'Condoleezza Rice', 'Mary E. Peters', 'Hillary Clinton', 'Janet Napolitano', 'Hilda Solis', 'Kathleen Sebelius', 'Sally Jewell', 'Penny Pritzker', 'Sylvia Burwell', 'Loretta Lynch', 'Betsy DeVos', 'Kirstjen Nielsen', 'Kamala Harris', 'Janet Yellen', 'Jennifer Granholm', 'Gina Raimondo', 'Marcia Fudge', 'Deb Haaland']","William Perry|William Perry (lang:en)|United States Secretary of Defense|United States Secretary of Defense (lang:en)|1994-02-03T00:00:00Z
Leon Panetta|Leon Panetta (lang:en)|White House Chief of Staff|White House Chief of Staff (lang:en)|1994-07-17T00:00:00Z
Robert Rubin|Robert Rubin (lang:en)|United States Secretary of the Treasury|United States Secretary of the Treasury (lang:en)|1995-01-10T00:00:00Z
Dan Glickman|Dan Glickman (lang:en)|United States Secretary of Agriculture|United States Secretary of Agriculture (lang:en)|1995-03-30T00:00:00Z
Joseph E. Stiglitz|Joseph E. Stiglitz (lang:en)|Chair of the Council of Economic Advisers|Chair of the Council of Economic Advisers (lang:en)|1995-06-28T00:00:00Z
...|...|...|...|...
Pete Hegseth|Pete Hegseth (lang:en)|United States Secretary of Defense|United States Secretary of Defense (lang:en)|2025-09-05T00:00:00Z
Mike Waltz|Mike Waltz (lang:en)|United States Ambassador to the United Nations|United States Ambassador to the United Nations (lang:en)|2025-09-21T00:00:00Z
Markwayne Mullin|Markwayne Mullin (lang:en)|United States Secretary of Homeland Security|United States Secretary of Homeland Security (lang:en)|2026-03-31T00:00:00Z
Keith Sonderling|Keith Sonderling (lang:en)|United States Secretary of Labor|United States Secretary of Labor (lang:en)|2026-04-20T00:00:00Z
Hung Cao|Hung Cao (lang:en)|United States Secretary of the Navy|United States Secretary of the Navy (lang:en)|2026-04-22T00:00:00Z",Different answer,LLM-as-a-judge,Monaco_time
Which movie won the Best Picture 93rd Academy Award?,Nomadland,Careless|Careless (lang:en),Different answer,LLM-as-a-judge,CompMix_table
